isin,company_shortname,year,role,n_seat_holders,comp_per_seat,ratio_salary,ratio_sti,ratio_lti,ratio_equity,ratio_other,ratio_pension,vpi,ratio_stock,ratio_option,index_score,ever_opted_out,sector,firm_size
DE0003304101,Gerry Weber,2011,CEO,1,4184,0.112093690248566,0.887906309751434,0,0,0,0,7.92110874200426,0,0,0,0,Consumer Discretionary,-0.890694223332576
DE0003304101,Gerry Weber,2011,CFO,1,773.9,0.603437136580954,exec_features_with_firm_size.csv,0,0,0,0,0.657173447537473,0,0,0,0,Consumer Discretionary,-0.890694223332576
DE0003304101,Gerry Weber,2011,Other,1,960,0.6875,0.3125,0,0,0,0,0.454545454545455,0,0,0,0,Consumer Discretionary,-0.890694223332576
DE0003304101,Gerry Weber,2012,CEO,1,4551,0.165018677213799,0.834981322786201,0,0,0,0,5.05992010652463,0,0,0,0,Consumer Discretionary,-0.831026657616583
DE0003304101,Gerry Weber,2012,CFO,1,787,0.593392630241423,0.406607369758577,0,0,0,0,0.685224839400428,0,0,0,0,Consumer Discretionary,-0.831026657616583
DE0003304101,Gerry Weber,2012,Other,1,960,0.6875,0.3125,0,0,0,0,0.454545454545455,0,0,0,0,Consumer Discretionary,-0.831026657616583
DE0003304101,Gerry Weber,2013,CEO,1,3755,0.201065246338216,0.798934753661784,0,0,0,0,3.97350993377483,0,0,0,0,Consumer Discretionary,-0.804225816056296
DE0003304101,Gerry Weber,2013,CFO,1,774,0.612403100775194,0.387596899224806,0,0,0,0,0.632911392405063,0,0,0,0,Consumer Discretionary,-0.804225816056296
DE0003304101,Gerry Weber,2013,Other,3,945.993724412842,0.582679497438349,0.417320502561651,0,0,0,0,0.71620934732787,0,0,0,0,Consumer Discretionary,-0.804225816056296
DE0005085906,AWD,2006,CFO,1,935,0.491978609625669,0.450267379679144,0,0.0310160427807486,0.0267379679144385,0,0.978260869565217,0,1,0,0,Consumer Discretionary,-2.05632945765143
DE0005085906,AWD,2006,Other,3,1022.71662428481,0.518180634773768,0.417559747708329,0,0.013269084024133,0.0509905334937701,0,0.831425960023684,0,1,0,0,Consumer Discretionary,-2.05632945765143
DE0005085906,AWD,2007,Other,5,838.575046505815,0.503590787138949,0.44830578407907,0,0.0120829878682711,0.0360204409137103,0,0.91421206206521,0,1,0,0,Consumer Discretionary,-1.05078235509067
DE0005085906,AWD,2008,CEO,1,771,0.835278858625162,0.0972762645914396,0.0350194552529182,0,0.0324254215304799,0,0.158385093167702,0,0,0,0,Consumer Discretionary,-1.14238987519687
DE0005085906,AWD,2008,CFO,1,434.380165289256,0.576388888888889,0.229166666666667,0.118055555555556,0,0.0763888888888888,0,0.602409638554217,0,0,0,0,Consumer Discretionary,-1.14238987519687
DE0005085906,AWD,2008,Other,6,793.576916606203,0.603080461411569,0.285989198733751,0.0139314918000479,0,0.0969988480546324,0,0.497314553736006,0,0,0,0,Consumer Discretionary,-1.14238987519687
DE0005089031,United Internet,2017,CFO,1,511,0.704500978473581,0.273972602739726,0,0,0.0215264187866927,0,0.388888888888889,0,0,0,0,Communication Services,-1.49367598698203
DE0005089031,United Internet,2017,Other,3,513.900237017884,0.585557440825221,0.390371627216814,0,0,0.0240709319579658,0,0.666666666666667,0,0,0,0,Communication Services,-1.49367598698203
DE0005089031,United Internet,2018,CFO,1,511,0.704500978473581,0.273972602739726,0,0,0.0215264187866927,0,0.388888888888889,0,0,0,0,Communication Services,-1.83680947527979
DE0005089031,United Internet,2018,Other,1,521.138888888889,0.583657587548638,0.389105058365759,0,0,0.0272373540856031,0,0.666666666666667,0,0,0,0,Communication Services,-1.83680947527979
DE0005089031,United Internet,2019,CFO,1,503,0.715705765407555,0.262425447316103,0,0,0.0218687872763419,0,0.366666666666667,0,0,0,0,Communication Services,-0.0735149844793376
DE0005089031,United Internet,2021,CFO,1,1055,0.616113744075829,0.34218009478673,0,0,0.0417061611374407,0,0.555384615384615,0,0,0,0,Communication Services,-2.19309321789796
DE0005140008,Deutsche Bank,2006,CEO,1,13211.74,0.0870437958966797,0.473049954056014,0.142676135013253,0.285352270026507,0.0118780720783182,0.0294740132639606,10.3520113043478,1,0,1,0,Financials,1.38475996939184
DE0005140008,Deutsche Bank,2006,CFO,1,4992.74261410788,0.160435760961822,0.320500531156854,0.169460270620019,0.338920541240037,0.0106828960212681,0.0172049726251207,5.16643757007614,1,0,1,0,Financials,1.38475996939184
DE0005140008,Deutsche Bank,2006,Other,4,5568.36145171247,0.144511677899645,0.377018923897468,0.152640461875049,0.305280923750097,0.0205480125777418,0.0445602359242846,5.77766670249606,1,0,1,0,Financials,1.38475996939184
DE0005140008,Deutsche Bank,2007,CEO,1,13981.49,0.0822516055155781,0.420777756877128,0.162044603257593,0.324089206515185,0.0108369708807859,0.025340003104104,11.0260652173913,1,0,1,0,Financials,1.46001637841565
DE0005140008,Deutsche Bank,2007,CFO,1,5595.424,0.142973973017952,0.303416327341771,0.181509926682947,0.363019853365893,0.0090799195914375,0.0617059582973515,5.9307725,1,0,1,0,Financials,1.46001637841565
DE0005140008,Deutsche Bank,2007,Other,3,5731.95907925408,0.142523406402204,0.293751953949102,0.180937968728311,0.361875937456622,0.0209107334637612,0.0526167399016477,5.86967348909152,1,0,1,0,Financials,1.46001637841565
DE0005140008,Deutsche Bank,2008,CEO,1,1389.586,0.827584618728168,0,0,0,0.172415381271832,0.228768136696829,0,0,0,1,0,Financials,1.35881196305814
DE0005140008,Deutsche Bank,2008,CFO,1,942.214197080292,0.848289142181743,0,0,0,0.151710857818257,0.106866358320665,0,0,0,1,0,Financials,1.35881196305814
DE0005140008,Deutsche Bank,2008,Other,3,863.442251526252,0.927372501539271,0,0,0,0.0726274984607285,0.363788853407895,0,0,0,1,0,Financials,1.35881196305814
DE0005140008,Deutsche Bank,2009,CEO,1,9551.53,0.120399559023528,0.164895048227876,0,0.698579180508254,0.0161262122403426,0.0332937236233357,7.17173913043478,1,0,1,0,Financials,1.38902615231878
DE0005140008,Deutsche Bank,2009,CFO,1,4015.767,0.199214745277801,0.306647522129645,0,0.479628175638676,0.014509556953877,0.101393083811885,3.946875,1,0,1,0,Financials,1.38902615231878
DE0005140008,Deutsche Bank,2009,Other,6,5195.27182116788,0.153892502551561,0.263538417945036,0,0.556980425208764,0.0255886542946381,0.0270475421056496,5.33176619750457,1,0,1,0,Financials,1.38902615231878
DE0005140008,Deutsche Bank,2010,CEO,1,8987.261,0.183593199307331,0.11508756672361,0.281964549599706,0.402806483532636,0.0165482008367176,0.140550163169847,4.3566896969697,1,0,1,0,Financials,1.47720688858771
DE0005140008,Deutsche Bank,2010,CFO,1,6628.191,0.173501336940954,0.0813292797386194,0.128093623131862,0.59641356140763,0.0206621987809343,0.0830400029208573,4.6445547826087,1,0,1,0,Financials,1.47720688858771
DE0005140008,Deutsche Bank,2010,Other,6,6100.48685723039,0.188711684239651,0.104641547930072,0.257591389173913,0.434606133102533,0.0144492182336068,0.0710210529322737,4.22252110894515,1,0,1,0,Financials,1.47720688858771
DE0005140008,Deutsche Bank,2011,CEO,1,9531.406,0.173111920738661,0.0104916315599188,0.393444052220627,0.404460265358542,0.0184921301222505,0,4.66978787878788,1,0,1,0,Financials,1.52137612083888
DE0005140008,Deutsche Bank,2011,CFO,1,4433.645,0.259380261613187,0.0225548053576684,0.321379587224507,0.345062358398113,0.0516229874065244,0,2.65631913043478,1,0,1,0,Financials,1.52137612083888
DE0005140008,Deutsche Bank,2011,Other,5,5412.6582,0.212464921579567,0.0184752105721362,0.366064681490511,0.385463837343359,0.0175313859648481,0,3.6241452173913,1,0,1,0,Financials,1.52137612083888
DE0005140008,Deutsche Bank,2012,CEO,2,5305.954,0.343167882721938,0.028270128237071,0.262451389514496,0.285575412074813,0.0805351874516816,0.0697224288035667,1.67934401452522,1,0,1,0,Financials,1.50606943525064
DE0005140008,Deutsche Bank,2012,CFO,1,3182.441,0.361357838212869,0.0471336310712437,0.258650513866557,0.300712566234535,0.0321454506147953,0.172961258354829,1.67838260869565,1,0,1,0,Financials,1.50606943525064
DE0005140008,Deutsche Bank,2012,Other,7,3608.18710509858,0.339584424250185,0.0639081071761325,0.253113554701542,0.312058605964128,0.0313353079080121,0.0821804072453122,1.85250035902216,1,0,1,0,Financials,1.50606943525064
DE0005140008,Deutsche Bank,2013,CEO,2,7994.908,0.287683110299706,0.0187619419760677,0.16859856298534,0.459876086128821,0.0650802986100653,0,2.2498247826087,1,0,1,0,Financials,1.45680258149665
DE0005140008,Deutsche Bank,2013,CFO,1,4782.024,0.240483945710017,0.0313674711795674,0.193728638752127,0.512335362599602,0.0220845817586862,0,3.06644782608696,1,0,1,0,Financials,1.45680258149665
DE0005140008,Deutsche Bank,2013,Other,4,4829.47975,0.238120886623451,0.0310592460813196,0.200378726093634,0.507301019328221,0.0231401218733757,0,3.10236956521739,1,0,1,0,Financials,1.45680258149665
DE0005140008,Deutsche Bank,2014,CEO,2,6220.216,0.610911260959427,0,0,0.321746543849924,0.0673421951906493,0.121009302570843,0.526666578947369,1,0,1,0,Financials,1.46756421750401
DE0005140008,Deutsche Bank,2014,CFO,1,3788.753,0.633453803929683,0,0,0.333619003402967,0.0329271926673499,0.137746377238104,0.526666666666667,1,0,1,0,Financials,1.46756421750401
DE0005140008,Deutsche Bank,2014,Other,4,3870.1215,0.620135569387163,0,0,0.326604733210572,0.053259697402265,0.140979294836092,0.526666666666667,1,0,1,0,Financials,1.46756421750401
DE0005140008,Deutsche Bank,2015,CEO,2,3875.43260382514,0.97919616494526,0,0,0,0.0208038350547394,0.137179136975643,0,0,0,1,0,Financials,1.47029142723786
DE0005140008,Deutsche Bank,2015,CFO,1,2441.54040178571,0.974392172827806,0,0,0,0.0256078271721937,0.195936548766555,0,0,0,1,0,Financials,1.47029142723786
DE0005140008,Deutsche Bank,2015,Other,9,2804.02196179233,0.937791617677328,0,0,0,0.0622083823226716,0.193480613305221,0,0,0,1,0,Financials,1.47029142723786
DE0005140008,Deutsche Bank,2016,CEO,1,3841.795,0.989120970796203,0,0,0,0.0108790292037966,0.213731862319567,0,0,0,1,0,Financials,1.44753808597073
DE0005140008,Deutsche Bank,2016,CFO,1,2423.72,0.990213390985758,0,0,0,0.0097866090142425,0.22543940719225,0,0,0,1,0,Financials,1.44753808597073
DE0005140008,Deutsche Bank,2016,Other,11,2660.28939300074,0.963175207523872,0,0,0,0.036824792476128,0.263439247702719,0,0,0,1,0,Financials,1.44753808597073
DE0005140008,Deutsche Bank,2017,CEO,1,3620.982,0.938971803781405,0,0,0,0.0610281962185948,0.206802740251125,0,0,0,1,0,Financials,1.41125225665711
DE0005140008,Deutsche Bank,2017,CFO,1,4046.32019125683,0.59151093087554,0.175187792397409,0,0,0.233301276727052,0.111571249594999,0.29617,0,0,1,0,Financials,1.41125225665711
DE0005140008,Deutsche Bank,2017,Other,11,4027.4286814172,0.652212260714309,0.0211329739610921,0,0,0.326654765324599,0.20905966950472,0.0324019881778167,0,0,1,0,Financials,1.41125225665711
DE0005140008,Deutsche Bank,2018,CEO,1,6167.642,0.533609278878379,0,0,0.451505778059103,0.0148849430625188,0.142639601974304,0.846135545109235,1,0,1,0,Financials,1.3793551442079
DE0005140008,Deutsche Bank,2018,CFO,1,5677.181,0.422745020812266,0.0987740218252685,0.10673342984837,0.356427424103618,0.0153201034104778,0.152362589813501,1.3292525,1,0,1,0,Financials,1.3793551442079
DE0005140008,Deutsche Bank,2018,Other,10,5088.98480341566,0.523632419478228,0.0045642698686013,0.0039241225453447,0.35948811695667,0.108391071151156,0.154401797284326,0.702738210398214,1,0,1,0,Financials,1.3793551442079
DE0005140008,Deutsche Bank,2019,CEO,1,4801.055,0.708177681780359,0,0,0.277380075837498,0.014442242382143,0.195726772553116,0.391681470588235,1,0,1,0,Financials,1.35276215648315
DE0005140008,Deutsche Bank,2019,CFO,1,5374.687,0.446537630935532,0.0906482554239902,0.0864695934851648,0.204050580061685,0.172293940093628,0.16886564743212,0.85360875,1,0,1,0,Financials,1.35276215648315
DE0005140008,Deutsche Bank,2019,Other,8,4780.38109258144,0.615485213141733,0.0027544875073734,0.015673332010344,0.24649011326033,0.119596854080219,0.101347123925297,0.430421279214458,1,0,1,0,Financials,1.35276215648315
DE0005140008,Deutsche Bank,2020,CEO,1,5478.173,0.568924530130757,0,0.0423610207271657,0.38802881909717,0.0006856300449073,0.170871383579891,0.756497245294412,1,0,1,0,Financials,1.35666567070378
DE0005140008,Deutsche Bank,2020,CFO,1,4947.04,0.461555394741098,0,0.104232429897474,0.301103083864291,0.133109091497138,0.181112746207833,0.878194726743756,1,0,1,0,Financials,1.35666567070378
DE0005140008,Deutsche Bank,2020,Other,9,4034.13187515172,0.57153672684143,0,0.0159923539119866,0.350648772781622,0.0618221398510758,0.155936977967453,0.641500553638666,1,0,1,0,Financials,1.35666567070378
DE0005140008,Deutsche Bank,2021,CEO,1,5739.048,0.6272817373195,0,0,0.374112222096766,-0.0013939594162655,0.122231770844224,0.596402222222222,1,0,1,0,Financials,1.36203407933443
DE0005140008,Deutsche Bank,2021,CFO,1,5137.926,0.544966976947508,0,0,0.325019472837873,0.13001355021462,0.159757069292162,0.596402142857143,1,0,1,0,Financials,1.36203407933443
DE0005140008,Deutsche Bank,2021,Other,9,4348.87540234728,0.575224679501279,0,0,0.379730657642377,0.0450446628563439,0.135956425708685,0.660143194780177,1,0,1,0,Financials,1.36203407933443
DE0005140008,Deutsche Bank,2022,CEO,1,6973.932,0.516208073150125,0,0.0830234650983118,0.369795977362555,0.0309724843890075,0.0758695381601082,0.877203333333333,1,0,1,0,Financials,1.378267491568
DE0005140008,Deutsche Bank,2022,CFO,1,5837.594,0.496780009024266,0,0.0842812980827375,0.351787739949027,0.0671509529439697,0.109303250620033,0.877791034482759,1,0,1,0,Financials,1.378267491568
DE0005140008,Deutsche Bank,2022,Other,2,5002.578,0.500941714452029,0,0.0185904147821383,0.391413787051396,0.0890540837144368,0.0474846169315101,0.818466879489226,1,0,1,0,Financials,1.378267491568
DE0005140008,Deutsche Bank,2023,CEO,1,10156.778,0.354443111782103,0.248996286026927,0.113815621450031,0.257638593656374,0.0251063870845656,0.0556169486031889,1.75049388888889,1,0,1,0,Financials,1.39157154390888
DE0005140008,Deutsche Bank,2023,CFO,1,8521.057,0.369672447913445,0.253949950105955,0.0990487447742692,0.268879201254023,0.0084496559523073,0.0783044873423566,1.68224031746032,1,0,1,0,Financials,1.39157154390888
DE0005140008,Deutsche Bank,2023,Other,9,6774.68481768203,0.397453694237916,0.235976715185303,0.0863422402937522,0.268665336040664,0.0115620142423651,0.0745098869666252,1.48692615036044,1,0,1,0,Financials,1.39157154390888
DE0005140008,Deutsche Bank,2024,CEO,1,10850.4826502732,0.344662465154625,0.225014958350988,0.0931967305778105,0.326740016966584,0.0103858289499926,0.0529080611898443,1.871256,1,0,1,0,Financials,1.39741493098514
DE0005140008,Deutsche Bank,2024,Other,9,7214.49252189422,0.365168192983525,0.211800262296488,0.0617739750430479,0.344825422530978,0.0164321471459611,0.0747819750817825,1.69346529011199,1,0,1,0,Financials,1.39741493098514
DE0005156004,Arques,2007,CEO,1,828,0.990338164251208,0,0,0,0.0096618357487922,0,0,0,0,0,0,Materials,-0.457923849257238
DE0005156004,Arques,2007,Other,4,1582.948367867,0.126375443074363,0.375576400727852,0,0.49488308281756,0.0031650733802253,0,6.88788472166391,1,0,0,0,Materials,-0.457923849257238
DE0005156004,Arques,2008,CEO,1,1151.75,0.297807683959193,0,0,0.69785109615802,0.004341219882787,0,2.3432944606414,0,1,0,0,Materials,-0.257271247839188
DE0005156004,Arques,2008,Other,3,713.916666666667,0.296175246099374,0.119061515116143,0,0.570211275825843,0.0145519629586397,0,2.327246452969,0,1,0,0,Materials,-0.257271247839188
DE0005158703,Bechtle,2017,CEO,1,3013,0.497842681712579,0.245602389644872,0.249585131098573,0,0.0069697975439761,0,0.994666666666667,0,0,0,0,Information Technology,-0.46906115054017
DE0005158703,Bechtle,2017,Other,2,1008,0.461309523809524,0.19593253968254,0.319940476190476,0,0.0228174603174603,0,1.11827956989247,0,0,0,0,Information Technology,-0.46906115054017
DE0005158703,Bechtle,2018,CEO,1,3004,0.499334221038615,0.329560585885486,0.165113182423435,0,0.0059920106524633,0,0.990666666666667,0,0,0,0,Information Technology,-0.379750562536839
DE0005158703,Bechtle,2018,Other,2,1224.5,0.51041241322989,0.332788893425888,0.135565536953859,0,0.0212331563903634,0,0.9176,0,0,0,0,Information Technology,-0.379750562536839
DE0005158703,Bechtle,2019,CEO,1,3367,0.594000594000594,0.21978021978022,0.180576180576181,0,0.0056430056430056,0,0.674,0,0,0,0,Information Technology,-0.285544903902463
DE0005158703,Bechtle,2019,Other,2,1124,0.556049822064057,0.273576512455516,0.147686832740214,0,0.0226868327402135,0,0.7576,0,0,0,0,Information Technology,-0.285544903902463
DE0005158703,Bechtle,2020,CEO,1,3988,0.501504513540622,0.226429287863591,0.266800401203611,0,0.0052657973921765,0,0.9835,0,0,0,0,Information Technology,-0.214552405797744
DE0005158703,Bechtle,2020,Other,2,1583,0.450094756790903,0.294061907770057,0.240682248894504,0,0.0151610865445356,0,1.1880701754386,0,0,0,0,Information Technology,-0.214552405797744
DE0005158703,Bechtle,2021,CEO,1,2983,0.670465973851827,0.322494133422729,0,0,0.0070398927254441,0,0.481,0,0,0,0,Information Technology,-0.228794546747213
DE0005158703,Bechtle,2021,Other,2,1222.5,0.582822085889571,0.398773006134969,0,0,0.0184049079754601,0,0.68421052631579,0,0,0,0,Information Technology,-0.228794546747213
DE0005190003,BMW,2006,CEO,1,2712.303,0.162223763347974,0.83272407249485,0,0,0.0050521641571756,0.040113512391499,5.13318181818182,0,0,1,0,Consumer Discretionary,1.06751359545592
DE0005190003,BMW,2006,CFO,1,2195.089,0.164002461859177,0.828349101107062,0,0,0.0076484370337603,0.0344860732298325,5.05083333333333,0,0,1,0,Consumer Discretionary,1.06751359545592
DE0005190003,BMW,2006,Other,6,2345.92142411287,0.146299640653222,0.843971485105472,0,0,0.0097288742413056,0.0323042931252446,5.7687871367091,0,0,1,0,Consumer Discretionary,1.06751359545592
DE0005190003,BMW,2007,CEO,1,3754.422,0.159811550219981,0.836134030750938,0,0,0.0040544190290809,0.0429094012340647,5.232,0,0,1,0,Consumer Discretionary,1.1474268541046
DE0005190003,BMW,2007,CFO,1,2192.52,0.164194625362596,0.829319686935581,0,0,0.0064856877018225,0.0556437341506576,5.05083333333333,0,0,1,0,Consumer Discretionary,1.1474268541046
DE0005190003,BMW,2007,Other,6,2019.07972161172,0.158624110700823,0.819154065554734,0,0,0.0222218237444424,0.0324075035933209,5.16412077543318,0,0,1,0,Consumer Discretionary,1.1474268541046
DE0005190003,BMW,2008,CEO,1,2266.271,0.26475209716755,0.728068267210762,0,0,0.0071796356216886,0.0551125615603782,2.75,0,0,1,0,Consumer Discretionary,1.13482157949349
DE0005190003,BMW,2008,CFO,1,1148.516,0.261206635345089,0.718318247198994,0,0,0.020475117455917,0.0709611359354157,2.75,0,0,1,0,Consumer Discretionary,1.13482157949349
DE0005190003,BMW,2008,Other,8,1352.33563542086,0.239548230032659,0.728834609531816,0,0,0.0316171604355245,0.0566427431132224,3.04253807023517,0,0,1,0,Consumer Discretionary,1.13482157949349
DE0005190003,BMW,2009,CEO,1,2581.215,0.325428141398527,0.668289933229119,0,0,0.0062819253723537,0.0510612250432451,2.05357142857143,0,0,1,0,Consumer Discretionary,1.13434277549824
DE0005190003,BMW,2009,CFO,1,1376.285,0.305169350824865,0.626687059729635,0,0,0.0681435894455,0.0629230137653174,2.05357142857143,0,0,1,0,Consumer Discretionary,1.13434277549824
DE0005190003,BMW,2009,Other,5,1351.7994,0.315135514929212,0.648672428764209,0,0,0.0361920563065792,0.0713715363388976,2.05839201877934,0,0,1,0,Consumer Discretionary,1.13434277549824
DE0005190003,BMW,2010,CEO,1,4296.216,0.195520895597428,0.800355475609234,0,0,0.0041236287933381,0.0391041791194856,4.09345238095238,0,0,1,0,Consumer Discretionary,1.14637222470011
DE0005190003,BMW,2010,CFO,1,2262.091,0.192299956102562,0.796760165705093,0,0,0.010939878192345,0.0484065406740931,4.14331954022989,0,0,1,0,Consumer Discretionary,1.14637222470011
DE0005190003,BMW,2010,Other,5,2322.8086,0.192439445936269,0.799385192563864,0,0,0.008175361499867,0.0536193124134291,4.15395704697987,0,0,1,0,Consumer Discretionary,1.14637222470011
DE0005190003,BMW,2011,CEO,1,6156.535,0.165677609239613,0.807532158917313,0,0.0231428880043725,0.0036473438387014,0.0318360896185922,5.01380392156863,1,0,1,0,Consumer Discretionary,1.18512762733796
DE0005190003,BMW,2011,CFO,1,3607.253,0.163559362207198,0.80396357006287,0,0.0250359484072783,0.0074411193226535,0.0352068457632442,5.06849322033898,1,0,1,0,Consumer Discretionary,1.18512762733796
DE0005190003,BMW,2011,Other,5,3497.0612,0.163931817950455,0.802863329929713,0,0.0249388829683621,0.0082659691514692,0.0420996921643807,5.04967384152515,1,0,1,0,Consumer Discretionary,1.18512762733796
DE0005190003,BMW,2012,CEO,1,6627.069,0.226344406554391,0.736615236690609,0,0.0200139760126233,0.0170263807423764,0.0328142048920872,3.34282266666667,1,0,1,0,Consumer Discretionary,1.22839688803296
DE0005190003,BMW,2012,CFO,1,3858.055,0.233278167366717,0.738092121548293,0,0.021536499609259,0.0070932114757306,0.0329253989380659,3.25632111111111,1,0,1,0,Consumer Discretionary,1.22839688803296
DE0005190003,BMW,2012,Other,6,3754.03093624772,0.23299181194804,0.740187966422982,0,0.0210842976498601,0.0057359239791179,0.0394486626548747,3.26737775764675,1,0,1,0,Consumer Discretionary,1.22839688803296
DE0005190003,BMW,2013,CEO,1,7032.836,0.213285223770325,0.749398962239415,0,0.0203621981232037,0.0169536158670556,0,3.60906933333333,1,0,1,0,Consumer Discretionary,1.24246462305046
DE0005190003,BMW,2013,CFO,1,4088.298,0.220140508348462,0.751999976518346,0,0.0219340664501462,0.005925448683046,0,3.51563666666667,1,0,1,0,Consumer Discretionary,1.24246462305046
DE0005190003,BMW,2013,Other,7,3845.44222471324,0.223337333695419,0.749056667069764,0,0.018802107377368,0.0088038918574484,0,3.43811203322735,1,0,1,0,Consumer Discretionary,1.24246462305046
DE0005190003,BMW,2014,CEO,1,7245.159,0.207034793853385,0.767933457360977,0,0.0208700733827925,0.0041616754028448,0.038822888496995,3.81000466666667,1,0,1,0,Consumer Discretionary,0.891233464430453
DE0005190003,BMW,2014,CFO,1,4262.153,0.211160885120736,0.761481345226227,0,0.0222073210417364,0.0051504486113004,0.0416069061809841,3.71133444444444,1,0,1,0,Consumer Discretionary,0.891233464430453
DE0005190003,BMW,2014,Other,7,3950.82151754386,0.2122696372884,0.762530192392518,0,0.018671370731172,0.0065287995879104,0.0593978815619385,3.68023224189295,1,0,1,0,Consumer Discretionary,0.891233464430453
DE0005190003,BMW,2015,CEO,1,6218.971,0.205925546203705,0.769651120740071,0,0.0209164828072039,0.0035068502490202,0.0281858526113082,3.83909436260634,1,0,1,0,Consumer Discretionary,0.870413999487367
DE0005190003,BMW,2015,CFO,1,4313.952,0.208625408905801,0.763537239171878,0,0.0222781801930109,0.0055591717293099,0.0465971804971404,3.76663333333333,1,0,1,0,Consumer Discretionary,0.870413999487367
DE0005190003,BMW,2015,Other,7,4387.78403284072,0.208406413343649,0.764393196660183,0,0.016830960997269,0.0103694289988987,0.0742023433026781,3.74856102134085,1,0,1,0,Consumer Discretionary,0.870413999487367
DE0005190003,BMW,2016,CEO,1,7627.519,0.196656343956665,0.779700188226342,0,0.0211893277486427,0.0024541400683498,0.066528054535164,4.07253333333333,1,0,1,0,Consumer Discretionary,0.868987332483705
DE0005190003,BMW,2016,CFO,1,4495.825,0.200185727869746,0.771652366362125,0,0.0225093280988472,0.005652577669282,0.0422067140068841,3.96712444444444,1,0,1,0,Consumer Discretionary,0.868987332483705
DE0005190003,BMW,2016,Other,7,4221.63967503925,0.196844063809973,0.767861580861756,0,0.0219914592176312,0.0133028961106405,0.0714619762717929,4.01258247158465,1,0,1,0,Consumer Discretionary,0.868987332483705
DE0005190003,BMW,2017,CEO,1,8382.729,0.17893934063716,0.796849808695951,0,0.0216504672881587,0.002560502671624,0.0602764326509899,4.57417733333333,1,0,1,0,Consumer Discretionary,0.961955221098881
DE0005190003,BMW,2017,CFO,1,4284.57656593407,0.175527366120597,0.781655658370385,0,0.0212271094761842,0.0215898660328334,0.0816883523059874,4.57411733333333,1,0,1,0,Consumer Discretionary,0.961955221098881
DE0005190003,BMW,2017,Other,6,4603.44895421245,0.179302973948866,0.786370142073072,0,0.0224503851245066,0.0118764988535556,0.0825837693537986,4.51091529261663,1.00002743729664,0,1,0,Consumer Discretionary,0.961955221098881
