company_shortname,year,n_exec,total_comp_sum,n_female,n_total,avg_male_comp,avg_female_comp,sti_esg_share,lti_esg_share,OPPL,TURN,ROE,ROA,STAF,EMPL,stipi1,stipi2,stipi3,ltipi1,ltipi2,stipi1_cat,stipi2_cat,ltipi1_cat,ltipi2_cat,stipi1weight_num,stipi2weight_num,ltipi1weight_num,ltipi2weight_num,female_pct,avg_comp,worker_avg_pay_eur,exec_avg_pay_eur,ceo_worker_ratio,comp_yoy_pct,oppl_yoy_pct
RWE,2020,4,8501.0,1.0,4,2683.3333333333335,451.0,,,-2344986761.0,17418674555.0,5.54,1.61,2902089843.2,19498.0,,,,,,Financial,Financial,Financial,Financial,,,,,25.0,2125.25,148840.38584470202,2125250.0,14.278718695458478,-41.54174116352634,-386.73100233011706
RWE,2021,4,12234.0,1.0,4,3120.3333333333335,2873.0,,,2021691548.8,27778155141.0,4.24,0.51,2833765969.3,18246.0,,,,,,Financial,Financial,Financial,Financial,,,,,25.0,3058.5,155308.88793708212,3058500.0,19.693013327344424,43.9124808846018,-186.21334595244653
RWE,2022,3,11235.0,1.0,3,4183.0,2869.0,0.0,0.0,-489569165.1,40921155967.0,9.28,1.96,3327790403.4,18310.0,Bereinigter EBIT,Individueller Leistungsfaktor,,Relativer TSR,Bereinigtes Nettoergebnis,Financial,Financial,Financial,Financial,100.0,,33.333333333333336,33.333333333333336,33.33333333333333,3745.0,181747.1547460404,3745000.0,20.605549535193422,22.445643289194052,-124.21581894580258
RWE,2023,4,14176.0,2.0,4,5073.0,2015.0,0.0,0.0,3017756354.3,31515719144.0,4.51,1.42,3222181446.1,20135.0,Bereinigter EBIT,Individueller Leistungsfaktor,,Relativer TSR,Bereinigtes Nettoergebnis,Financial,Financial,Financial,Financial,100.0,,33.33,33.33,50.0,3544.0,160028.87738266698,3544000.0,22.14600300872858,-5.367156208277701,-716.4106257965797
RWE,2024,3,11756.0,1.0,3,4571.0,2614.0,0.0,0.0,3849122799.0,25166302479.0,15.27,5.22,3076181540.6,20985.0,Bereinigter EBIT,Individueller Leistungsfaktor,,Relativer TSR,Bereinigtes Nettoergebnis,Financial,Financial,Financial,Financial,100.0,,33.33,33.33,33.33333333333333,3918.6666666666665,146589.54208243985,3918666.6666666665,26.732238951008284,10.571858540255818,27.549157290825875
Rheinmetall,2006,3,6105.0,0.0,3,2035.0,,,,343737661.6,4775451191.4,13.42,3.54,1367048631.2,18799.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,2035.0,72719.22076706208,2035000.0,27.984348271808575,,
Rheinmetall,2007,3,5935.0,0.0,3,1978.3333333333333,,,,426908798.22,5895757713.3,13.72,4.21,1548648468.0,19185.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,1978.3333333333333,80721.8383111806,1978333.3333333333,24.50803121835394,-2.7846027846027854,24.196108227670553
Rheinmetall,2008,3,3828.0,0.0,3,1276.0,,,,413334696.29,5384484646.3,11.99,3.74,1501643559.9,21020.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,1276.0,71438.7992340628,1276000.0,17.861442432974005,-35.50126368997473,-3.1796257155151997
Rheinmetall,2009,3,4282.0,0.0,3,1427.3333333333333,,,,113807431.22,4926853351.6,-5.12,-1.51,1538561222.1,19766.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,1427.3333333333333,77838.77476980674,1427333.3333333333,18.337047795965418,11.859979101358409,-72.46603485226134
Rheinmetall,2010,3,6058.0,0.0,3,2019.3333333333333,,,,450534776.33,5332887901.4,11.96,3.63,1578877064.8,19979.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,2019.3333333333333,79026.83141298364,2019333.3333333333,25.552502830090297,41.47594581971041,295.8746555478225
Rheinmetall,2011,3,6292.0,0.0,3,2097.3333333333335,,,,473567361.12,5763030126.8,13.78,4.41,1630313866.1,21516.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,2097.3333333333335,75772.16332496746,2097333.3333333335,27.679470155001464,3.86266094420602,5.112276787514736
Rheinmetall,2012,4,6442.0,0.0,4,1610.5,,,,358876787.19,6206457378.4,11.81,3.53,1764037737.0,21767.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,1610.5,81041.84026278311,1610500.0,19.872451005281416,-23.212015257469808,-24.218428748711396
Rheinmetall,2013,3,4047.0,0.0,3,1349.0,,,,126877196.79,6091484545.8,2.17,0.6,1722495856.4,20714.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,1349.0,83156.1193588877,1349000.0,16.222498240663985,-16.237193418193108,-64.64602857614543
Rheinmetall,2014,3,2636.0,0.0,3,878.6666666666666,,,,93485746.15,5691703609.5,1.5,0.34,1544335962.3,20289.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,878.6666666666666,76116.90878308442,878666.6666666666,11.543646224134815,-34.86533234494688,-26.31792905644633
Rheinmetall,2015,3,5509.0,0.0,3,1836.3333333333333,,,,299392482.64,5642731772.8,9.67,2.64,1513292912.2,22640.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,1836.3333333333333,66841.5597261484,1836333.3333333333,27.472927634496237,108.99089529590289,220.2546858422865
Rheinmetall,2016,3,6813.0,0.0,3,2271.0,,,,362610248.57,5905065733.9,11.23,3.27,1544255855.1,23044.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,2271.0,67013.35944714458,2271000.0,33.88876514676458,23.670357596660008,21.115348445810934
Rheinmetall,2017,4,10784.0,0.0,4,2696.0,,,,456933137.66,7071070287.7,11.46,3.62,1856515740.4,21374.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,2696.0,86858.60112285956,2696000.0,31.038952563679537,18.7142228093351,26.012196142269683
Rheinmetall,2018,4,10694.0,0.0,4,2673.5,,,,565630285.02,7039463547.2,14.04,4.51,1802230908.2,22409.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,2673.5,80424.42358873667,2673500.0,33.24238932281785,-0.8345697329376844,23.78841419045439
Rheinmetall,2019,4,9823.0,0.0,4,2455.75,,,,556082927.58,7026866084.9,14.75,4.52,1885064954.5,23405.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,2455.75,80541.12174748986,2455750.0,30.490635674273257,-8.14475406770151,-1.6879148257880727
Rheinmetall,2020,4,9588.0,0.0,4,2397.0,,,,117801532.75,7209208384.2,-1.32,-0.37,2114292092.9,23428.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,2397.0,90246.37582806898,2397000.0,26.560623382445797,-2.392344497607657,-78.81583359110542
Rheinmetall,2021,4,7926.0,0.0,4,1981.5,,,,696549189.09,6408252539.6,12.67,4.29,1860862305.2,23715.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,1981.5,78467.73372127346,1981500.0,25.252417854178372,-17.33416770963705,491.2904296145502
Rheinmetall,2022,4,5105.0,1.0,4,1666.6666666666667,105.0,0.0,,804216014.15,6836902719.7,15.21,5.8,1958276660.4,24838.0,Ergebnis vor Steuern,Operativer Free Cashflow,Nicht-finanzielle/Individuelle/kollektive Ziele,,,Financial,Financial,Financial,Financial,40.0,40.0,,,25.0,1276.25,78841.96233191079,1276250.0,16.187445901298247,-35.591723441837,15.45717470443979
Rheinmetall,2023,3,8668.0,1.0,3,3189.0,2290.0,0.0,0.0,934830419.54,7929483558.7,14.69,4.57,2261936015.1,28054.0,Ergebnis vor Steuern,Operativer Free Cashflow,Nicht-finanzielle/Individuelle/kollektive Ziele,Relativer TSR i.V.z. EURO STOXX Industrial Goods & Services,Gesamtkapitalrentabilität (ROCE),Financial,Financial,Financial,Financial,40.0,40.0,40.0,40.0,33.33333333333333,2889.3333333333335,80627.93238397376,2889333.3333333335,35.83538914992244,126.392425726412,16.241209213926222
Rheinmetall,2024,4,10178.0,2.0,4,3501.5,1587.5,0.0,0.0,1470042850.4,10130309423.0,16.08,5.01,2465308610.6,28539.0,Ergebnis vor Steuern,Operativer Free Cashflow,Nicht-finanzielle/Individuelle/kollektive Ziele,Relativer TSR i.V.z. Europe Total Market Aerospace & Defense Index,Gesamtkapitalrentabilität (ROCE),Financial,Financial,Financial,Financial,60.0,20.0,40.0,40.0,50.0,2544.5,86383.84703738743,2544500.0,29.455738396308348,-11.934702353484084,57.25235504460382
SAP,2006,7,38011.0,0.0,7,5430.142857142857,,,,3378630400.9,12382619824.0,30.5,19.69,,39355.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,5430.142857142857,,5430142.857142857,,,
SAP,2007,7,24977.600000000002,0.0,7,3568.2285714285717,,,,4021775299.1,15077241074.0,29.51,18.51,6144542495.7,44023.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,3568.2285714285717,139575.73304181904,3568228.571428572,25.56482057206517,-34.28849543553181,19.03566895120221
SAP,2008,10,25188.3,0.0,10,2518.83,,,,3758979847.4,16108919561.0,25.71,13.29,6810976443.3,51544.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,2518.83,132139.07425306534,2518830.0,19.06196190822465,-29.40951092178593,-6.534314628636972
SAP,2009,9,34882.4,0.0,9,3875.8222222222225,,,,3712427218.4,15374087418.0,20.59,13.07,7149699761.4,47584.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,3875.8222222222225,150254.2821410558,3875822.2222222225,25.79508661579226,53.873910594292695,-1.2384378445710276
SAP,2010,9,17176.0,1.0,9,1991.5,1244.0,,,3459893178.5,16663102232.0,18.43,8.69,7033422724.8,53513.0,,,,,,Financial,Financial,Financial,Financial,,,,,11.11111111111111,1908.4444444444443,131433.90811204753,1908444.4444444443,14.52018335190561,-50.76026878884481,-6.802397058408549
SAP,2011,6,23943.367,1.0,6,4426.16,1812.567,,,6292235183.4,18416077188.0,27.06,14.8,7613306974.9,55765.0,,,,,,Financial,Financial,Financial,Financial,,,,,16.666666666666664,3990.5611666666664,136524.82695059624,3990561.1666666665,29.22956399798783,109.10020086166745,81.86212286842715
SAP,2012,7,32058.5,1.0,7,5186.916666666667,937.0,,,5338292209.4,21404625436.0,19.83,10.66,9613148056.8,64422.0,,,,,,Financial,Financial,Financial,Financial,,,,,14.285714285714285,4579.785714285715,149221.50906212162,4579785.714285715,30.691190184781792,14.76545585971385,-15.1606376143833
SAP,2013,7,33331.0,1.0,7,5422.316666666667,797.1,,,6176988743.7,23189565913.0,20.73,12.28,10328079639.0,66572.0,,,,,,Financial,Financial,Financial,Financial,,,,,14.285714285714285,4761.571428571428,155141.49550862223,4761571.428571428,30.691797916224136,3.9693061122635154,15.71095214351832
SAP,2014,8,23655.899999999998,0.0,8,2956.9874999999997,,,,5632212680.1,21319606524.0,16.79,8.51,9563470420.6,74406.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,2956.9874999999997,128530.90369862645,2956987.4999999995,23.00604302085522,-37.898915424079696,-8.819444007496768
SAP,2015,6,11314.6,0.0,6,1885.7666666666667,,,,4629152131.6,22637337787.0,13.15,7.4,11072078358.0,76986.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,1885.7666666666667,143819.3744057361,1885766.6666666667,13.112048876993688,-36.226762315814085,-17.809351412528517
SAP,2016,8,43288.1,0.0,8,5411.0125,,,,5411747139.9,23255544488.0,13.81,8.24,10782384397.0,84183.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,5411.0125,128082.68174096908,5411012.5,42.24624614702465,186.9396620295901,16.905795835867377
SAP,2017,9,43324.7,2.0,9,5562.4,2193.95,,,5850183321.5,28136767303.0,15.73,9.46,13963444939.0,88543.0,,,,,,Financial,Financial,Financial,Financial,,,,,22.22222222222222,4813.855555555555,157702.41508645518,4813855.555555555,30.524932372890525,-11.035955737386393,8.101564435032005
SAP,2018,9,39961.5,2.0,9,4703.642857142857,3518.0,,,6529938290.5,28290674256.0,14.14,7.93,13276281690.0,96498.0,,,,,,Financial,Financial,Financial,Financial,,,,,22.22222222222222,4440.166666666667,137580.90001865325,4440166.666666667,32.27313286993084,-7.7627773533342275,11.619378943251801
SAP,2019,11,51279.8,2.0,11,4564.588888888889,5099.25,,,5023844145.8,30953036169.0,10.77,5.51,16704955825.0,100330.0,,,,,,Financial,Financial,Financial,Financial,,,,,18.181818181818183,4661.8,166500.10789394996,4661800.0,27.99878065526103,4.991554371082163,-23.064446824729146
SAP,2020,8,32189.399999999998,2.0,8,3549.9833333333336,5444.75,,,8127078660.1,33546440648.0,17.19,8.8,16467672598.0,102430.0,,,,,,Financial,Financial,Financial,Financial,,,,,25.0,4023.6749999999997,160770.0146246217,4023674.9999999995,25.027521515095884,-13.688382169977276,61.77011914062551
SAP,2021,8,39824.3,3.0,8,5566.719999999999,3996.9,,,5274519631.9,31533857760.0,12.66,7.38,17614199982.0,107415.0,,,,,,Financial,Financial,Financial,Financial,,,,,37.5,4978.0375,163982.68381510963,4978037.5,30.357092494063178,23.71867757709061,-35.09943914047094
SAP,2022,7,31963.9,2.0,7,4872.8,3799.95,0.0,,4981019610.2,32926992802.0,5.33,3.17,18405240769.0,111961.0,Current Cloud Backlog,Wachstum der Cloud- und Softwareerlöse,Wachstum der operativen Marge,Clouderlöse,Umsatzerlöse,Financial,Financial,Financial,Financial,30.0,25.0,,,28.57142857142857,4566.271428571429,164389.7497253508,4566271.428571429,27.777105544599888,-8.271654671716943,-5.564488184382288
SAP,2023,8,37822.2,2.0,8,4853.883333333333,4349.45,0.0,,6394637869.8,34483750476.0,8.37,5.32,18776168427.0,107602.0,Current Cloud Backlog,Wachstum der Cloud- und Softwareerlöse,Wachstum der operativen Marge,Clouderlöse,Umsatzerlöse,Financial,Financial,Financial,Financial,30.0,25.0,,,25.0,4727.775,174496.46314194903,4727775.0,27.093815627392168,3.5368806685041276,28.38009825749792
SAP,2024,8,41704.1,2.0,8,5633.133333333334,3952.6499999999996,0.0,0.0,4845427458.8,35505430710.0,6.82,4.22,21066804890.0,109121.0,Current Cloud Backlog,Wachstum der Cloud- und Softwareerlöse,Wachstum der operativen Marge,Clouderlöse,Erlöse aus Softwarelizenzen und -Support & Services,Financial,Financial,Financial,Financial,30.0,25.0,20.0,10.0,25.0,5213.0125,193059.1260160739,5213012.5,27.002155285660884,10.263548921004073,-24.226710605716494
Sartorius,2017,4,3492.0,0.0,4,873.0,,,,,,,,,,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,873.0,,873000.0,,,
Sartorius,2018,3,3740.0,0.0,3,1246.6666666666667,,,,,,,,,,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,1246.6666666666667,,1246666.6666666667,,42.802596410843854,
Sartorius,2019,4,4405.0,0.0,4,1101.25,,,,,,,,,,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,1101.25,,1101250.0,,-11.664438502673802,
Sartorius,2020,4,4737.0,0.0,4,1184.25,,,,,,,,,,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,1184.25,,1184250.0,,7.536889897843357,
Sartorius,2021,4,4956.0,0.0,4,1239.0,,,,,,,,,,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,1239.0,,1239000.0,,4.623179227359087,
Sartorius,2022,4,5427.0,0.0,4,1356.75,,,,,,,,,,Durchschnitt aus Umsatz,Underlying EBITDA,Dynamischer Verschuldungsgrad,Aktienkursentwicklung,,Financial,Financial,Financial,Financial,,,,,0.0,1356.75,,1356750.0,,9.503631961259075,
Sartorius,2023,5,4689.279452054794,1.0,5,1042.8301369863013,517.9589041095891,0.0,,,,,,,,Durchschnitt aus Umsatz,Underlying EBITDA,Dynamischer Verschuldungsgrad,Aktienkursentwicklung,,Financial,Financial,Financial,Financial,40.0,40.0,,,20.0,937.8558904109589,,937855.8904109589,,-30.87481920685765,
Sartorius,2024,4,5052.0,1.0,4,1347.3333333333333,1010.0,0.0,,,,,,,,Durchschnitt aus Umsatz,Underlying EBITDA,Dynamischer Verschuldungsgrad,Aktienkursentwicklung,,Financial,Financial,Financial,Financial,40.0,40.0,,,25.0,1263.0,,1263000.0,,34.66887748037348,
Siemens,2006,14,30364.606,0.0,14,2168.9004285714286,,,,3494157457.4,84172480749.0,12.11,3.58,28852119005.0,472500.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,2168.9004285714286,61062.685724867726,2168900.4285714286,35.51924391835497,,
Siemens,2007,13,41656.775,0.0,13,3204.367307692308,,,,6803087469.8,102724068573.0,12.85,4.16,31938212851.0,386200.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,3204.367307692308,82698.63503625065,3204367.307692308,38.74752353878253,47.741559062852026,94.69893823451712
Siemens,2008,14,35963.68,0.0,14,2568.8342857142857,,,,3185278094.1,110600807894.0,20.91,6.06,36681473732.0,427000.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,2568.8342857142857,85905.09070725995,2568834.2857142854,29.90316714137629,-19.8333387203265,-53.17893370855569
Siemens,2009,9,27873.921000000002,1.0,9,3156.2401250000003,2624.0,,,8894160593.5,112240089505.0,8.4,2.42,36122826421.0,405000.0,,,,,,Financial,Financial,Financial,Financial,,,,,11.11111111111111,3097.1023333333337,89192.16400246913,3097102.3333333335,34.723928586905856,20.564504707712537,179.22712964919455
Siemens,2010,9,34570.693,2.0,9,4242.108714285714,2437.966,,,7943137250.0,94141189214.0,13.4,3.79,29870017500.0,405000.0,,,,,,Financial,Financial,Financial,Financial,,,,,22.22222222222222,3841.188111111111,73753.12962962964,3841188.111111111,52.08169647038204,24.025224151277435,-10.692671146448873
Siemens,2011,11,39475.041,2.0,11,3528.893444444444,3857.5,,,10872615233.0,98943229160.0,19.11,5.9,31236488845.0,402000.0,,,,,,Financial,Financial,Financial,Financial,,,,,18.181818181818183,3588.6400909090908,77702.70856965175,3588640.090909091,46.18423420455515,-6.574737109893003,36.88061644660616
Siemens,2012,10,39607.083,2.0,10,4100.139,3402.9855,,,8875151882.2,101236726656.0,14.24,4.12,32446541569.0,410000.0,,,,,,Financial,Financial,Financial,Financial,,,,,20.0,3960.7083,79137.90626585366,3960708.3,50.04818154645775,10.367944393015316,-18.371507755902204
Siemens,2013,11,34818.534,2.0,11,3210.537111111111,2961.85,,,7304854432.9,102478640059.0,14.97,4.2,35668055173.0,367000.0,,,,,,Financial,Financial,Financial,Financial,,,,,18.181818181818183,3165.3212727272726,97188.16123433242,3165321.2727272725,32.56900050918033,-20.081939063089482,-17.69318959430304
Siemens,2014,10,27469.237,2.0,10,3155.11525,1114.1575,,,8019146320.6,90496940746.0,17.05,5.12,30710071411.0,357000.0,,,,,,Financial,Financial,Financial,Financial,,,,,20.0,2746.9237000000003,86022.60899439776,2746923.7,31.93257833157437,-13.218170816726504,9.77831788793675
Siemens,2015,8,27421.0,2.0,8,3593.5,2930.0,,,,84735014926.0,,,,345000.0,,,,,,Financial,Financial,Financial,Financial,,,,,25.0,3427.625,,3427625.0,,24.78049535922675,
Siemens,2016,7,28902.0,2.0,7,4264.2,3790.5,,,,88890664709.0,,,,349000.0,,,,,,Financial,Financial,Financial,Financial,,,,,28.57142857142857,4128.857142857143,,4128857.142857143,,20.45825149650686,
Siemens,2017,9,34006.0,2.0,9,3841.4285714285716,3558.0,,,,98047643412.0,,,,363000.0,,,,,,Financial,Financial,Financial,Financial,,,,,22.22222222222222,3778.4444444444443,,3778444.4444444445,,-8.48691747591479,
Siemens,2018,8,31724.0,2.0,8,4103.833333333333,3550.5,,,8868375772.8,96131757953.0,12.09,4.18,35298705449.0,377000.0,,,,,,Financial,Financial,Financial,Financial,,,,,25.0,3965.5,93630.51843236074,3965500.0,42.35264384298696,4.950596953478792,
Siemens,2019,8,33046.0,2.0,8,4243.333333333333,3793.0,,,7502520793.7,94569873499.0,10.15,3.44,33994368165.0,377000.0,,,,,,Financial,Financial,Financial,Financial,,,,,25.0,4130.75,90170.73783819629,4130750.0,45.81031606298131,4.167192031269695,-15.401410744109235
Siemens,2020,8,26552.0,2.0,8,3904.6666666666665,1562.0,,,5900832452.8,66898346333.0,10.12,3.25,37439845273.0,363000.0,,,,,,Financial,Financial,Financial,Financial,,,,,25.0,3319.0,103140.06962258954,3319000.0,32.179540038560134,-19.651395025116503,-21.34866913324607
Siemens,2021,7,29919.631,1.0,7,4201.605166666667,4710.0,,,7520564214.0,72096679105.0,12.5,4.41,28956777500.0,295000.0,,,,,,Financial,Financial,Financial,Financial,,,,,14.285714285714285,4274.233,98158.56779661016,4274233.0,43.54416630096357,28.780747213015978,27.44920778815576
Siemens,2022,5,24753.6,1.0,5,5067.95,4481.8,0.0,20.0,9049072186.4,70163208958.0,6.79,2.46,26525293899.0,308000.0,EPS pre PPA,Angepasster ROCE,Individuelle Ziele,TSR im Vergleich zu MSCI World Industrials Index,ESG-/Nachhaltigkeitsindex,Financial,Financial,Financial,Environmental,33.333333333333336,33.333333333333336,80.0,20.0,20.0,4950.719999999999,86121.08408766234,4950719.999999999,57.48557455408572,15.827096931776975,20.324378981494327
Siemens,2023,5,28516.0,1.0,5,5860.0,5076.0,0.0,20.0,10221086237.0,82388438595.0,14.98,5.48,31245928428.0,316000.0,EPS pre PPA,Angepasster ROCE,Individuelle Ziele,TSR im Vergleich zu MSCI World Industrials Index,ESG-/Nachhaltigkeitsindex,Financial,Financial,Financial,Environmental,33.333333333333336,33.333333333333336,80.0,20.0,20.0,5703.2,98879.52034177215,5703200.0,57.678273319765026,15.1994053390214,12.95175932358501
Siemens,2024,5,26762.0,1.0,5,5523.5,4668.0,0.0,20.0,10740324496.0,85011241425.0,14.76,5.62,34445619040.0,324000.0,EPS pre PPA,Angepasster ROCE,Individuelle Ziele,TSR im Vergleich zu MSCI World Industrials Index,ESG-/Nachhaltigkeitsindex,Financial,Financial,Financial,Environmental,33.333333333333336,33.333333333333336,80.0,20.0,20.0,5352.4,106313.63901234568,5352400.0,50.34537477715773,-6.1509328096507225,5.08006925056923
Siemens Energy,2020,4,5746.0,1.0,4,1552.3333333333333,1089.0,,,-2331062979.0,32146658067.0,-10.44,-3.73,9280932312.1,92000.0,,,,,,Financial,Financial,Financial,Financial,,,,,25.0,1436.5,100879.69904456522,1436500.0,14.23973320306401,,
Siemens Energy,2021,4,13213.0,1.0,4,3527.3333333333335,2631.0,,,-413370504.1,32979324087.0,-2.98,-1.03,9505205794.1,92000.0,,,,,,Financial,Financial,Financial,Financial,,,,,25.0,3303.25,103317.45428369565,3303250.0,31.97184854099991,129.951270449008,-82.26686675461117
Siemens Energy,2022,5,12292.0,1.0,5,2465.25,2431.0,0.0,0.0,-476677399.5,28266287427.0,-2.36,-0.79,8005060949.6,91000.0,Angepasste EBITA-Marge,Free Cashflow (vor Steuern),Individuelle Ziele,Relative Aktienrendite (TSR),unverwässert EPS,Financial,Financial,Financial,Financial,33.333333333333336,33.333333333333336,40.0,40.0,20.0,2458.4,87967.70274285715,2458400.0,27.946620445304497,-25.576326345266022,15.314807121478879
Siemens Energy,2023,6,18624.0,2.0,6,3322.75,2666.5,0.0,0.0,-3449404725.0,32967452592.0,-51.57,-9.46,9315299676.8,94000.0,Angepasste EBITA-Marge,Free Cashflow (vor Steuern),Individuelle Ziele,Relative Aktienrendite (TSR),unverwässert EPS,Financial,Financial,Financial,Financial,33.333333333333336,33.333333333333336,40.0,40.0,33.33333333333333,3104.0,99098.93273191489,3104000.0,31.322234401827764,26.260982753010076,623.6350472286236
Siemens Energy,2024,6,7460.0,2.0,6,1326.5,1077.0,0.0,,2379150375.7,38587020094.0,14.26,2.62,10837729712.0,98000.0,Angepasste EBITA-Marge,Free Cashflow (vor Steuern),Individuelle Ziele,,,Financial,Financial,Financial,Financial,33.333333333333336,33.333333333333336,,,33.33333333333333,1243.3333333333333,110589.07869387756,1243333.3333333333,11.242822058180025,-59.944158075601386,-168.97278125865617
Siemens Healthineers,2018,3,5897.0,0.0,3,1965.6666666666667,,,,2270054156.2,15545414209.0,14.58,6.4,5277499693.0,50000.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,1965.6666666666667,105549.99386,1965666.6666666667,18.62308650888127,,
Siemens Healthineers,2019,3,7972.0,0.0,3,2657.3333333333335,,,,-17422399.52,15244599.58,8.06,5.82,25044699.31,53.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,2657.3333333333335,472541.4964150943,2657333.3333333335,5.623492018146601,35.187383415295926,-100.76748827654247
Siemens Healthineers,2020,3,6229.0,0.0,3,2076.3333333333335,,,,-63223204.85,18732801.44,7.15,5.45,28099202.16,52.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,2076.3333333333335,540369.2723076923,2076333.3333333335,3.8424341274369245,-21.864024084295032,262.88460023788963
Siemens Healthineers,2021,4,13624.0,1.0,4,3899.0,1927.0,,,2973488668.4,20838736591.0,10.57,4.1,7024982769.3,66000.0,,,,,,Financial,Financial,Financial,Financial,,,,,25.0,3406.0,106439.13286818183,3406000.0,31.999509092375988,64.03917161663186,-4803.160296057026
Siemens Healthineers,2022,5,12281.0,2.0,5,2777.6666666666665,1974.0,0.0,20.0,2852265993.5,21166816057.0,10.27,4.16,6769014032.4,70000.0,unverwässertes EPS,Vergleichbares Umsatzwachstum,Individuelle Ziele,Relative Aktienrendite (TSR),ESG-Ziele,Financial,Financial,Financial,Governance,33.333333333333336,33.333333333333336,80.0,20.0,40.0,2456.2,96700.20046285713,2456200.0,25.4001541697262,-27.88608338226659,-4.07678281031515
Siemens Healthineers,2023,4,13291.0,2.0,4,4067.0,2578.5,0.0,25.0,2258639703.3,22967780848.0,8.32,3.23,8094871469.4,71000.0,unverwässertes EPS,Vergleichbares Umsatzwachstum,Individuelle Ziele,Relative Aktienrendite (TSR),ESG-Ziele,Financial,Financial,Financial,Governance,33.333333333333336,33.333333333333336,75.0,25.0,50.0,3322.75,114012.27421690141,3322750.0,29.143791954177413,35.280107483104,-20.812444966661904
Siemens Healthineers,2024,4,14332.0,2.0,4,4368.5,2797.5,0.0,25.0,3144956896.7,25037618754.0,10.64,4.22,8839243395.9,72000.0,unverwässertes EPS,Vergleichbares Umsatzwachstum,Individuelle Ziele,Relative Aktienrendite (TSR),ESG-Ziele,Financial,Financial,Financial,Governance,33.333333333333336,33.333333333333336,75.0,25.0,50.0,3583.0,122767.2693875,3583000.0,29.1853033620117,7.832367767662318,39.24119425090422
Symrise,2006,4,2646.177,0.0,4,661.54425,,,,108524959.88,1619150573.4,-16.32,-4.98,,4889.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,661.54425,,661544.25,,,
Symrise,2007,5,3407.487,0.0,5,681.4974,,,,288098666.43,1876128735.0,15.16,5.44,418179249.34,5046.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,681.4974,82873.41445501387,681497.4,8.223353707357344,3.0161474459191373,165.46765531962527
Symrise,2008,4,2217.879,0.0,4,554.46975,,,,260186536.97,1836851040.1,13.94,4.78,394628865.81,5219.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,554.46975,75613.88499904197,554469.75,7.332909160890558,-18.639491507964667,-9.688392454528039
Symrise,2009,6,3629.558,0.0,6,604.9263333333333,,,,234833711.02,1962031470.7,12.24,4.45,430458601.09,5075.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,604.9263333333333,84819.42878620689,604926.3333333334,7.131931233091549,9.099970437221039,-9.744096003292901
Symrise,2010,4,3992.329,0.0,4,998.08225,,,,326752686.11,2101457298.4,15.85,6.48,437578893.49,5404.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,998.08225,80973.14831421169,998082.25,12.32608921326609,64.99236270642321,39.14215497031921
Symrise,2011,4,3186.2909999999997,0.0,4,796.5727499999999,,,,301059451.68,2049080685.1,16.04,6.98,438481971.6,5557.0,,,,,,Financial,Financial,Financial,Financial,,,,,0.0,796.5727499999999,78906.2392657909,796572.7499999999,10.095180779263764,-20.189668737220813,-7.863205268755003
