total_comp_bt,year_centered,log_n_exec,is_dax,sector,company_shortname,year,log_comp,log_comp_lag1,sector_Auto,sector_Banking,sector_Chemicals,sector_Consumer,sector_Energy,sector_Industrials,sector_Insurance,sector_Logistics,sector_Media,sector_Pharma,sector_Real Estate,sector_Tech,sector_Telecom,log_comp_pred,log_comp_resid,resid_std,pred_comp,pred_comp_low,pred_comp_high,actual_vs_expected_pct,benchmark_signal
22257.394,12,1.9459101490553132,1,Auto,BMW,2024,10.010429546996859,10.578858441893507,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.513858423257759,-0.5034288762608998,0.3239872453986063,36822.28174978834,24322.442168410882,55746.06463744682,-39.55454973909122,🟡 Below Market
9708.0,-5,1.3862943611198906,1,Pharma,Bayer,2007,9.180705566846491,9.093694189856862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.106775066955043,0.07393049989144806,0.2611548196116641,9016.171406927968,6454.2680094648285,12594.975405405568,7.673196990692031,🟢 In Line
9787.0,-4,1.3862943611198906,1,Pharma,Bayer,2008,9.18881025342582,9.180705566846491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.175226916380806,0.013583337045012911,0.2611548196116641,9654.958691346508,6911.54684197543,13487.31759516864,1.3676009693530542,🟢 In Line
9424.0,-3,1.3862943611198906,1,Pharma,Bayer,2009,9.151014905891367,9.18881025342582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.196091881250211,-0.04507697535884425,0.2611548196116641,9858.525386102865,7057.2710020938675,13771.686358593648,-4.407610358394944,🟢 In Line
14985.0,-2,1.791759469228055,1,Pharma,Bayer,2010,9.614804979750764,9.151014905891367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.362609830178679,0.2521951495720849,0.2611548196116641,11644.739712241468,8335.940790290837,16266.905725121218,28.68471404515038,🟡 Above Market
11155.0,-1,1.3862943611198906,1,Pharma,Bayer,2011,9.319643106866632,9.614804979750764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.484954318924801,-0.16531121205816923,0.2611548196116641,13160.225222765921,9420.808103468748,18383.93543438753,-15.237012960059943,🟡 Below Market
12997.0,0,1.3862943611198906,1,Pharma,Bayer,2012,9.47247384058159,9.319643106866632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.322925910875517,0.14954792970607222,0.2611548196116641,11191.679852161007,8011.615793647249,15634.01205691686,16.130913068339805,🟡 Above Market
13563.0,1,1.6094379124341003,1,Pharma,Bayer,2013,9.515100775962715,9.47247384058159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.526464701746614,-0.011363925783898665,0.2611548196116641,13718.00800702536,9820.099489822567,19163.119872241954,-1.1299600273303307,🟢 In Line
15198.0,2,1.791759469228055,1,Pharma,Bayer,2014,9.62891911922973,9.515100775962715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.64609081647271,-0.017171697242980954,0.2611548196116641,15461.229031211726,11067.992323934748,21598.280533555742,-1.7025103934515347,🟢 In Line
16790.0,3,1.6094379124341003,1,Pharma,Bayer,2015,9.728538750071586,9.62891911922973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.652767812929023,0.075770937142563,0.2611548196116641,15564.809019451497,11142.140537665802,21742.974699792387,7.871545221129084,🟢 In Line
28445.0,4,2.0794415416798357,1,Pharma,Bayer,2016,10.255727677184748,9.728538750071586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.929747595626944,0.32598008155780356,0.2611548196116641,20532.157521014924,14698.039940916799,28682.021151282435,38.538777383166774,🟡 Above Market
24324.0,5,1.9459101490553132,1,Pharma,Bayer,2017,10.09921879624,10.255727677184748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.20657682188697,-0.10735802564696861,0.2611548196116641,27080.706658049356,19385.849133529628,37829.89685145627,-10.179596466438454,🟢 In Line
