company_person_id,year,isin,company_shortname,company_name,exec_id,exec_fullname,days,ceo_flag_eoy,cfo_flag_eoy,date_begin_ceo,date_end_ceo,date_begin_cfo,date_end_cfo,salary,one_year_bonus,multi_year_bonus,multi_year_bonus_grants,multi_year_bonus_payout,total_equity_grants,stock_grants,option_grants,other_annual_comp,total_comp,pension,pension_missing,one_time_payment,total_comp_pens_and_one_time,index_listing,n_executives,female,nationality,date_of_birth,sector,tenure_years,pct_fixed,pct_sti,pct_lti,pct_other,total_assets,employees,revenue,ebit,staff_costs,roe,roa,log_revenue,ebit_margin
452.0,2006,DE0005140008,Deutsche Bank,Deutsche Bank AG,427.0,Dr. Josef Ackermann,365.0,1.0,,01feb2006,31dec2006,,,1150.0,6249.813,1885.0,,,3770.0,3770.0,0.0,156.93,13211.74,389.403,0.0,0.0,13601.15,DAX,6,0,Swiss,07feb1948,Banking,0.9117043121149896,0.08704379589667978,0.47304995405601385,0.4280284050397601,0.011877845007546295,,,,,,,,,
452.0,2007,DE0005140008,Deutsche Bank,Deutsche Bank AG,427.0,Dr. Josef Ackermann,365.0,1.0,,01jan2007,31dec2007,,,1150.0,5883.1,2265.625,,,4531.25,4531.25,0.0,151.517,13981.49,354.291,0.0,0.0,14335.78,DAX,5,0,Swiss,07feb1948,Banking,0.9965776865160848,0.0822516055155781,0.4207777568771283,0.48613380977277815,0.01083682783451545,,,,,,,,,
452.0,2008,DE0005140008,Deutsche Bank,Deutsche Bank AG,427.0,Dr. Josef Ackermann,365.0,1.0,,01jan2008,31dec2008,,,1150.0,0.0,0.0,,,0.0,0.0,0.0,239.586,1389.586,317.893,0.0,0.0,1707.479,DAX,5,0,Swiss,07feb1948,Banking,0.999315537303217,0.8275846187281679,0.0,0.0,0.1724153812718321,,,,,,,,,
452.0,2009,DE0005140008,Deutsche Bank,Deutsche Bank AG,427.0,Dr. Josef Ackermann,365.0,1.0,,01jan2009,31dec2009,,,1150.0,1575.0,0.0,,,6672.5,6672.5,0.0,154.03,9551.53,318.006,0.0,0.0,9869.536,DAX,8,0,Swiss,07feb1948,Banking,0.9965776865160848,0.12039955902352815,0.1648950482278755,0.6985791805082536,0.01612621224034272,,,,,,,,,
452.0,2010,DE0005140008,Deutsche Bank,Deutsche Bank AG,427.0,Dr. Josef Ackermann,365.0,1.0,,01jan2010,31dec2010,,,1650.0,1034.322,2534.089,,,3620.127,3620.127,0.0,148.723,8987.261,1263.161,0.0,0.0,10250.42,DAX,8,0,Swiss,07feb1948,Banking,0.9965776865160848,0.18359319930733067,0.11508756672361022,0.6847710331323414,0.016548200836717708,,,,,,,,,
452.0,2011,DE0005140008,Deutsche Bank,Deutsche Bank AG,427.0,Dr. Josef Ackermann,365.0,1.0,,01jan2011,31dec2011,,,1650.0,100.0,3750.075,,,3855.075,3855.075,0.0,176.256,9531.406,,1.0,0.0,9531.406,DAX,7,0,Swiss,07feb1948,Banking,0.9965776865160848,0.17311192073866122,0.01049163155991886,0.7979043175791692,0.018492130122250705,,,,,,,,,
66.0,2012,DE0005140008,Deutsche Bank,Deutsche Bank AG,62.0,Anshuman Jain,365.0,1.0,,01jun2012,31dec2012,,,1820.833,150.0,1392.555,,,1515.25,1515.25,0.0,614.588,5493.226,412.524,0.0,0.0,5905.75,DAX,10,0,British,01jan1963,Banking,0.5831622176591376,0.3314687944752319,0.02730635877715572,0.5293437772267153,0.11188106952089705,,,,,,,,,
1040.0,2012,DE0005140008,Deutsche Bank,Deutsche Bank AG,991.0,Jürgen Fitschen,365.0,1.0,,01jun2012,31dec2012,,,1820.833,150.0,1392.555,,,1515.25,1515.25,0.0,240.044,5118.682,327.364,0.0,0.0,5446.046,DAX,10,0,German,09jan1948,Banking,0.5831622176591376,0.3557230161983105,0.02930441859838138,0.5680768994831092,0.046895665720198876,,,,,,,,,
66.0,2013,DE0005140008,Deutsche Bank,Deutsche Bank AG,62.0,Anshuman Jain,365.0,1.0,,01jan2013,31dec2013,,,2300.0,150.0,1347.93,,,3676.667,3676.667,,804.032,8278.629,,1.0,,8278.629,DAX,7,0,British,01jan1963,Banking,0.9965776865160848,0.27782377975870154,0.01811894215817619,0.6069358827409707,0.0971213953421517,,,,,,,,,
1040.0,2013,DE0005140008,Deutsche Bank,Deutsche Bank AG,991.0,Jürgen Fitschen,365.0,1.0,,01jan2013,31dec2013,,,2300.0,150.0,1347.93,,,3676.667,3676.667,,236.59,7711.187,,1.0,,7711.187,DAX,7,0,German,09jan1948,Banking,0.9965776865160848,0.29826795796807937,0.019452258128353002,0.6515983855663207,0.030681398337246923,,,,,,,,,
66.0,2014,DE0005140008,Deutsche Bank,Deutsche Bank AG,62.0,Anshuman Jain,365.0,1.0,,01jan2014,31dec2014,,,3800.0,,0.0,860.625,0.0,2001.333,2001.333,,718.914,6520.247,857.192,0.0,,7377.439,DAX,7,0,British,01jan1963,Banking,0.9965776865160848,0.5828000074230316,0.0,0.306941286119989,0.11025870645697933,,,,,,,,,
1040.0,2014,DE0005140008,Deutsche Bank,Deutsche Bank AG,991.0,Jürgen Fitschen,365.0,1.0,,01jan2014,31dec2014,,,3800.0,,0.0,860.625,0.0,2001.333,2001.333,,118.852,5920.185,648.216,0.0,,6568.401,DAX,7,0,German,09jan1948,Banking,0.9965776865160848,0.6418718333970982,0.0,0.33805244261792494,0.020075723984976923,,,,,,,,,
1003.0,2015,DE0005140008,Deutsche Bank,Deutsche Bank AG,954.0,John Cryan,183.0,1.0,,01jul2015,31dec2015,,,1900.0,,0.0,0.0,0.0,0.0,0.0,,29.697,1929.697,439.065,0.0,284.9792,2653.741,DAX,12,0,British,16dec1960,Banking,0.5010266940451745,0.9846105373019702,0.0,0.0,0.015389462698029766,,,,,,,,,
1040.0,2015,DE0005140008,Deutsche Bank,Deutsche Bank AG,991.0,Jürgen Fitschen,365.0,1.0,,01jan2015,31dec2015,,,3800.0,,0.0,0.0,0.0,0.0,0.0,,102.016,3902.016,624.192,0.0,,4526.208,DAX,12,0,German,09jan1948,Banking,0.9965776865160848,0.9738555659433482,0.0,0.0,0.02614443405665179,,,,,,,,,
1003.0,2016,DE0005140008,Deutsche Bank,Deutsche Bank AG,954.0,John Cryan,365.0,1.0,,01jan2016,31dec2016,,,3800.0,,0.0,0.0,0.0,0.0,0.0,,41.795,3841.795,821.114,0.0,,4662.909,DAX,13,0,British,16dec1960,Banking,0.999315537303217,0.9891209707962033,0.0,0.0,0.010879029203796686,,,,,,,,,
1003.0,2017,DE0005140008,Deutsche Bank,Deutsche Bank AG,954.0,John Cryan,365.0,1.0,,01jan2017,31dec2017,,,3400.0,0.0,0.0,0.0,0.0,0.0,,,220.982,3620.982,748.829,0.0,,4369.811,DAX,13,0,British,16dec1960,Banking,0.9965776865160848,0.9389718037814052,0.0,0.0,0.06102819621859479,,,,,,,,,
151.0,2018,DE0005140008,Deutsche Bank,Deutsche Bank AG,144.0,Christian Sewing,365.0,1.0,,08apr2018,31dec2018,,,3291.111,0.0,0.0,0.0,0.0,2784.726,2784.726,,91.805,6167.642,879.75,0.0,,7047.392,DAX,12,0,German,01jan1970,Banking,0.731006160164271,0.5336092788783785,0.0,0.4515057780591027,0.014884943062518863,,,,,,,,,
151.0,2019,DE0005140008,Deutsche Bank,Deutsche Bank AG,144.0,Christian Sewing,365.0,1.0,,01jan2019,31dec2019,,,3400.0,0.0,0.0,,0.0,1331.717,1331.717,,69.338,4801.055,939.695,0.0,,5740.75,DAX,10,0,German,01jan1970,Banking,0.9965776865160848,0.7081776817803587,0.0,0.27738007583749824,0.014442242382143089,,,,,,,,,
151.0,2020,DE0005140008,Deutsche Bank,Deutsche Bank AG,144.0,Christian Sewing,365.0,1.0,,01jan2020,31dec2020,,,3116.667,0.0,232.061,2125.689,232.061,2125.689,2125.689,,3.756,5478.173,936.063,0.0,,6414.236,DAX,11,0,German,01jan1970,Banking,0.999315537303217,0.5689245301307571,0.0,0.4303898398243356,0.0006856300449074038,,,,,,,,,
151.0,2021,DE0005140008,Deutsche Bank,Deutsche Bank AG,144.0,Christian Sewing,365.0,1.0,,01jan2021,31dec2021,,,3600.0,0.0,0.0,3065.4,0.0,2147.048,2147.048,,-8.0,5739.048,701.494,0.0,,6440.542,DAX,11,0,German,01jan1970,Banking,0.9965776865160848,0.6272817373194997,0.0,0.37411222209676587,-0.0013939594162655222,,,,,,,,,
537.0,2007,DE0005156004,Arques,Arques Industries AG,507.0,Dr. Martin Vorderwülbecke,365.0,1.0,,01may2007,31dec2007,01jan2007,30apr2007,820.0,0.0,0.0,,,0.0,0.0,0.0,8.0,828.0,,1.0,0.0,828.0,MDAX,5,0,German,02sep1960,,0.6680355920602327,0.9903381642512077,0.0,0.0,0.009661835748792313,2695175345.9,6093.0,3529546510.5,204592361.3,381401792.43,29.26,6.26,21.984435232641857,0.05796562269157269
569.0,2008,DE0005156004,Arques,Arques Industries AG,539.0,Dr. Michael Schumann,365.0,1.0,,01feb2008,31dec2008,,,343.0,0.0,0.0,,,803.75,0.0,803.75,5.0,1151.75,,1.0,0.0,1151.75,MDAX,4,0,German,26oct1961,,0.914442162902122,0.29780768395919255,0.0,0.6978510961580204,0.004341219882787017,2392386788.9,12300.0,7947447845.1,30728720.86,670593097.91,-49.68,-7.57,22.79611668842509,0.0038664891495885432
670.0,2017,DE0005158703,Bechtle,Bechtle AG,633.0,Dr. Thomas Olemotz,365.0,1.0,1.0,01jan2017,31dec2017,01jan2017,31dec2017,1500.0,740.0,752.0,760.0,752.0,0.0,,,21.0,3013.0,0.0,0.0,,3013.0,MDAX,3,0,German,01jan1962,,0.9965776865160848,0.49784268171257884,0.24560238964487222,0.24958513109857286,0.006969797543976086,1731049816.2,8120.0,4293451698.4,196987353.61,608898785.26,14.74,7.94,22.180356838310495,0.045880882666831775
670.0,2018,DE0005158703,Bechtle,Bechtle AG,633.0,Dr. Thomas Olemotz,365.0,1.0,1.0,01jan2018,31dec2018,01jan2018,31dec2018,1500.0,990.0,496.0,760.0,496.0,0.0,,,18.0,3004.0,0.0,0.0,,3004.0,MDAX,3,0,German,01jan1962,,0.9965776865160848,0.4993342210386152,0.32956058588548603,0.16511318242343542,0.005992010652463353,2321103949.6,8900.0,4967437298.1,223367857.56,676306040.79,15.53,6.77,22.326169910086126,0.044966417119232924
670.0,2019,DE0005158703,Bechtle,Bechtle AG,633.0,Dr. Thomas Olemotz,365.0,1.0,1.0,01jan2019,31dec2019,01jan2019,31dec2019,2000.0,740.0,608.0,760.0,608.0,0.0,,,19.0,3367.0,0.0,0.0,,3367.0,MDAX,3,0,German,01jan1962,,0.9965776865160848,0.594000594000594,0.21978021978021978,0.18057618057618058,0.005643005643005683,2690168557.5,11487.0,6071128042.4,272824394.87,825048443.96,16.95,7.18,22.52681026386225,0.0449380070663357
670.0,2020,DE0005158703,Bechtle,Bechtle AG,633.0,Dr. Thomas Olemotz,365.0,1.0,1.0,01jan2020,31dec2020,01jan2020,31dec2020,2000.0,903.0,1064.0,760.0,1064.0,0.0,,,21.0,3988.0,0.0,0.0,,3988.0,MDAX,3,0,German,01jan1962,,0.999315537303217,0.5015045135406219,0.22642928786359076,0.2668004012036108,0.0052657973921765855,3297358161.1,11644.0,7172875201.0,339851286.47,1005645916.0,16.57,7.17,22.69357241564018,0.04738006405334084
670.0,2021,DE0005158703,Bechtle,Bechtle AG,633.0,Dr. Thomas Olemotz,365.0,1.0,1.0,01jan2021,31dec2021,01jan2021,31dec2021,2000.0,962.0,0.0,760.0,0.0,0.0,,,21.0,2983.0,0.0,0.0,0.0,2983.0,MDAX,3,0,German,01jan1962,,0.9965776865160848,0.670465973851827,0.3224941334227288,0.0,0.007039892725444141,3420190165.3,12554.0,6047001743.4,368911704.75,475378398.85,17.11,7.66,22.522828406711067,0.0610073752918376
578.0,2006,DE0005190003,BMW,BMW AG,547.0,Dr. Norbert Reithofer,365.0,1.0,,01sep2006,31dec2006,,,440.0,2258.6,0.0,,,0.0,0.0,0.0,13.703,2712.303,108.8,0.0,0.0,2821.103,DAX,8,0,German,01jan1956,Auto,0.3312799452429842,0.16222376334797403,0.8327240724948504,0.0,0.005052164157175576,104118269399.0,106575.0,65054657212.0,5308837218.1,9809034879.7,14.8,3.58,24.898493633700358,0.0816057980414772
578.0,2007,DE0005190003,BMW,BMW AG,547.0,Dr. Norbert Reithofer,365.0,1.0,,01jan2007,31dec2007,,,600.0,3139.2,0.0,,,0.0,0.0,0.0,15.222,3754.422,161.1,0.0,0.0,3915.522,DAX,8,0,German,01jan1956,Auto,0.9965776865160848,0.15981155021998059,0.8361340307509384,0.0,0.004054419029080991,131012421776.0,107539.0,82901272316.0,5997332565.3,11056937874.0,14.12,3.45,25.14091624658147,0.07234307022984629
578.0,2008,DE0005190003,BMW,BMW AG,547.0,Dr. Norbert Reithofer,365.0,1.0,,01jan2008,31dec2008,,,600.0,1650.0,0.0,,,0.0,0.0,0.0,16.271,2266.271,124.9,0.0,0.0,2391.171,DAX,10,0,German,01jan1956,Auto,0.999315537303217,0.26475209716754966,0.7280682672107616,0.0,0.0071796356216887736,140681316867.0,100041.0,74801054735.0,1259487879.3,10070336237.0,1.52,0.3,25.03809782257609,0.016837835826807878
578.0,2009,DE0005190003,BMW,BMW AG,547.0,Dr. Norbert Reithofer,365.0,1.0,,01jan2009,31dec2009,,,840.0,1725.0,0.0,,,0.0,0.0,0.0,16.215,2581.215,131.8,0.0,0.0,2713.015,DAX,7,0,German,01jan1956,Auto,0.9965776865160848,0.32542814139852744,0.6682899332291188,0.0,0.006281925372353836,146873532092.0,96230.0,73398590136.0,446586122.51,9458982194.9,0.94,0.18,25.019170564439627,0.006084396467050962
578.0,2010,DE0005190003,BMW,BMW AG,547.0,Dr. Norbert Reithofer,365.0,1.0,,01jan2010,31dec2010,,,840.0,3438.5,0.0,,,0.0,0.0,0.0,17.716,4296.216,168.0,0.0,0.0,4464.216,DAX,7,0,German,01jan1956,Auto,0.9965776865160848,0.19552089559742805,0.8003554756092337,0.0,0.004123628793338274,145544123130.0,95453.0,81124334607.0,7212567116.6,9885027110.3,13.63,2.89,25.119248809878478,0.08890756579441512
578.0,2011,DE0005190003,BMW,BMW AG,547.0,Dr. Norbert Reithofer,365.0,1.0,,01jan2011,31dec2011,,,1020.0,4971.6,0.0,,,142.48,142.48,0.0,22.455,6156.535,196.0,0.0,0.0,6352.535,DAX,7,0,German,01jan1956,Auto,0.9965776865160848,0.16567760923961286,0.8075321589173131,0.02314288800437259,0.0036473438387014667,159704769987.0,100306.0,89348963264.0,10864877408.0,10013491278.0,17.55,3.86,25.21581547540675,0.12160048657640796
578.0,2012,DE0005190003,BMW,BMW AG,547.0,Dr. Norbert Reithofer,365.0,1.0,,01jan2012,31dec2012,,,1500.0,4881.6,0.0,,,132.634,132.634,0.0,112.835,6627.069,217.462,0.0,0.0,6844.531,DAX,8,0,German,01jan1956,Auto,0.999315537303217,0.22634440655439078,0.7366152366906094,0.020013976012623374,0.0170263807423765,173962883788.0,105876.0,101924965761.0,11356075395.0,11261078598.0,16.32,3.76,25.34750274973801,0.11141603345375099
578.0,2013,DE0005190003,BMW,BMW AG,547.0,Dr. Norbert Reithofer,365.0,1.0,,01jan2013,31dec2013,,,1500.0,5270.4,0.0,,,143.204,143.204,,119.232,7032.836,,1.0,,7032.836,DAX,9,0,German,01jan1956,Auto,0.9965776865160848,0.21328522377032536,0.7493989622394152,0.020362198123203782,0.016953615867055682,190835715870.0,100057.0,105503905530.0,11301724214.0,12400866886.0,14.5,3.73,25.38201380842852,0.10712138244765128
578.0,2014,DE0005190003,BMW,BMW AG,547.0,Dr. Norbert Reithofer,365.0,1.0,,01jan2014,31dec2014,,,1500.0,5563.8,,,,151.207,151.207,,30.152,7245.159,281.278,0.0,,7526.437,DAX,9,0,German,01jan1956,Auto,0.9965776865160848,0.2070347938533854,0.7679334573609772,0.020870073382792564,0.004161675402844844,187946415072.0,105743.0,98179459062.0,11278994567.0,11854478251.0,15.06,3.64,25.31006285591559,0.11488140874637894
879.0,2015,DE0005190003,BMW,BMW AG,835.0,Harald Krüger,365.0,1.0,,13may2015,31dec2015,,,1280.645,4786.438,,,,130.079,130.079,,21.809,6218.971,175.287,0.0,,6394.258,DAX,9,0,German,01jan1965,Auto,0.6351813826146475,0.20592554620370476,0.769651120740071,0.02091648280720396,0.00350685024902031,187445822930.0,119688.0,101345988423.0,10443898494.0,11834168314.0,14.89,3.7,25.341806127650102,0.10305191805332282
879.0,2016,DE0005190003,BMW,BMW AG,835.0,Harald Krüger,365.0,1.0,,01jan2016,31dec2016,,,1500.0,5947.178,,,,161.622,161.622,,18.719,7627.519,507.444,0.0,,8134.963,DAX,9,0,German,01jan1965,Auto,0.999315537303217,0.1966563439566653,0.779700188226342,0.021189327748642777,0.002454140068349875,198734660504.0,123755.0,99963423553.0,9893778468.1,12159038422.0,14.49,3.64,25.32807019156637,0.09897398584847766
879.0,2017,DE0005190003,BMW,BMW AG,835.0,Harald Krüger,365.0,1.0,,01jan2017,31dec2017,,,1500.0,6679.776,,,,181.49,181.49,,21.464,8382.729,505.281,0.0,,8888.011,DAX,8,0,German,01jan1965,Auto,0.9965776865160848,0.17893934063716005,0.796849808695951,0.021650467288158788,0.0025603833787302133,234470262495.0,119611.0,118733056415.0,11871866482.0,2547237938.4,15.87,4.39,25.50014358686837,0.09998787903265145
879.0,2018,DE0005190003,BMW,BMW AG,835.0,Harald Krüger,365.0,1.0,,01jan2018,31dec2018,,,1800.0,2332.8,0.0,0.0,0.0,1220.918,1220.918,,22.392,5376.11,504.831,0.0,,5880.941,DAX,9,0,German,01jan1965,Auto,0.9965776865160848,0.3348145778267186,0.43391969286342735,0.22710063596168978,0.004165093348164284,239282220576.0,123337.0,112500886690.0,10443550263.0,14288462200.0,12.25,3.41,25.446226940257603,0.0928308262296417
1296.0,2019,DE0005190003,BMW,BMW AG,1231.0,Oliver Zipse,365.0,1.0,,16aug2019,31dec2019,,,1269.892,311.477,1805.803,2105.377,1805.803,688.521,688.521,,50.947,4126.64,406.542,0.0,,4533.182,DAX,10,0,German,01feb1964,Auto,0.3750855578370979,0.30773025996936976,0.07547956691157938,0.6044442936626407,0.012345879456410191,256173362240.0,125893.0,118227724004.0,8325516315.8,13987451579.0,8.2,2.16,25.495878466065218,0.07041932326734399
1296.0,2020,DE0005190003,BMW,BMW AG,1231.0,Oliver Zipse,365.0,1.0,,01jan2020,31dec2020,,,1800.0,239.76,1726.584,2860.0,1726.584,933.873,933.873,,66.256,4766.473,502.626,0.0,,5269.099,DAX,8,0,German,01feb1964,Auto,0.999315537303217,0.37763772080529984,0.050301344411265936,0.5581605098780588,0.013900424905375464,265860880016.0,122874.0,122594582609.0,5926889616.3,15024603822.0,6.14,1.74,25.532148671951834,0.048345444718410346
1296.0,2021,DE0005190003,BMW,BMW AG,1231.0,Oliver Zipse,365.0,1.0,,01jan2021,31dec2021,,,1950.0,3003.0,0.0,0.0,0.0,3204.813,3204.813,,19.355,8177.168,702.274,0.0,,8879.442,DAX,7,0,German,01feb1964,Auto,0.9965776865160848,0.238468868439538,0.36724205739688853,0.39192211777965186,0.0023669563839217034,259962350771.0,118626.0,127917011325.0,15176844120.0,13915127378.0,16.48,5.4,25.57464754158129,0.11864601871787048
1625.0,2006,DE0005200000,Beiersdorf,Beiersdorf AG,1542.0,Thomas-B. Quaas,365.0,1.0,,01jan2006,31dec2006,,,400.0,560.0,613.332,,,0.0,0.0,0.0,14.15,1587.482,203.5,0.0,0.0,1790.982,MDAX,6,0,German,01jan1952,,0.9965776865160848,0.25197136093511613,0.35275990530916257,0.3863552468626416,0.00891348689307958,4604240861.9,17172.0,6853681191.4,640063231.95,1170815253.5,37.28,18.99,22.648051745223054,0.09338970023192084
1625.0,2007,DE0005200000,Beiersdorf,Beiersdorf AG,1542.0,Thomas-B. Quaas,365.0,1.0,,01jan2007,31dec2007,,,420.0,1003.6,400.624,,,0.0,0.0,0.0,15.858,1840.082,172.2,0.0,0.0,2012.282,MDAX,5,0,German,01jan1952,,0.9965776865160848,0.22825069752326255,0.545410476272253,0.21772073201085604,0.008618094193628356,5717633697.5,21101.0,8181927932.7,842040802.0,1308696281.4,21.11,11.25,22.825193648507227,0.1029147175245444
1625.0,2008,DE0005200000,Beiersdorf,Beiersdorf AG,1542.0,Thomas-B. Quaas,365.0,1.0,,01jan2008,31dec2008,,,420.0,716.4,180.878,,,0.0,0.0,0.0,15.858,1333.136,152.2,0.0,0.0,1485.336,DAX and MDAX,5,0,German,01jan1952,,0.999315537303217,0.31504662690078133,0.5373795321707613,0.1356785804299036,0.011895260498553828,6205587241.7,21766.0,8521374900.3,1040991087.0,1283146767.6,22.85,12.6,22.86584353816037,0.12216233872814952
1625.0,2009,DE0005200000,Beiersdorf,Beiersdorf AG,1542.0,Thomas-B. Quaas,365.0,1.0,,01jan2009,31dec2009,,,435.0,550.0,817.0,,,0.0,0.0,0.0,15.0,1817.0,162.0,0.0,0.0,1979.0,DAX,6,0,German,01jan1952,,0.9965776865160848,0.23940561364887178,0.3026967528893781,0.449642267473858,0.008255365987892116,6618118215.6,20346.0,8349719890.6,803855020.52,1364248574.3,14.19,8.14,22.84549382933033,0.09627329192503438
1625.0,2010,DE0005200000,Beiersdorf,Beiersdorf AG,1542.0,Thomas-B. Quaas,365.0,1.0,,01jan2010,31dec2010,,,435.0,259.0,388.0,,,0.0,0.0,0.0,19.0,1101.0,227.0,0.0,0.0,1328.0,DAX,7,0,German,01jan1952,,0.9965776865160848,0.39509536784741145,0.23524069028156222,0.35240690281562215,0.01725703905540421,6811497582.8,19128.0,8348930795.8,784759387.85,1302139086.5,10.89,6.24,22.84539931932287,0.09399519615670786
1625.0,2011,DE0005200000,Beiersdorf,Beiersdorf AG,1542.0,Thomas-B. Quaas,365.0,1.0,,01jan2011,31dec2011,,,435.0,394.0,592.0,,,0.0,0.0,0.0,19.0,1440.0,228.0,0.0,0.0,1668.0,DAX,8,0,German,01jan1952,,0.9965776865160848,0.3020833333333333,0.27361111111111114,0.4111111111111111,0.013194444444444398,6825321939.6,17666.0,7360996495.6,448983263.13,1293899893.8,8.29,4.74,22.719461154082097,0.06099490244267573
1531.0,2012,DE0005200000,Beiersdorf,Beiersdorf AG,1453.0,Stefan Heidenreich,365.0,1.0,,26apr2012,31dec2012,,,1000.0,781.0,1970.0,,,0.0,0.0,0.0,5.0,3756.0,,1.0,0.0,3756.0,DAX,6,0,Swiss,01jan1963,,0.6817248459958932,0.26624068157614483,0.2079339723109691,0.5244941427050053,0.0013312034078807322,7383362136.4,16605.0,8080005311.5,873442768.81,1294331353.8,14.16,7.95,22.812658366966822,0.10809928151493393
1531.0,2013,DE0005200000,Beiersdorf,Beiersdorf AG,1453.0,Stefan Heidenreich,365.0,1.0,,01jan2013,31dec2013,,,1000.0,776.0,2476.0,,,,,,73.0,4325.0,,1.0,,4325.0,DAX,4,0,Swiss,01jan1963,,0.9965776865160848,0.23121387283236994,0.17942196531791907,0.572485549132948,0.016878612716762942,7996021597.6,16708.0,8590413682.6,1021913074.1,1413577464.2,15.68,9.21,22.873912730525703,0.11895970460303895
