isin|year|company_shortname|company_name|opting_out|index_listing|new_cnameshort|n_executives|days_bt|fy_begin|fy_end|salary_bt|one_year_bonus_bt|multi_year_bonus_bt|multi_year_bonus_grants_bt|multi_year_bonus_payout_bt|total_equity_grants_bt|stock_grants_bt|option_grants_bt|other_annual_bt|total_comp_bt|one_time_payment_bt|pension_bt|total_comp_pens_and_one_time_bt
"DE0005140008"|2019|"Deutsche Bank"|"Deutsche Bank AG"|0|"DAX"|""|10|2882|"01jan2019"|"31dec2019"|22700|592.546|1064.143|0|1064.143|9266.868|9266.868|0|4025.594|37649.15|27047.76|5723.118|70420.03
"DE0005140008"|2020|"Deutsche Bank"|"Deutsche Bank AG"|0|"DAX"|""|11|3436|"01jan2020"|"31dec2020"|22473.66|0|1221.078|13395.99|1221.078|14150.42|14150.42|0|2240.602|40085.76|0|7493.668|47579.43
"DE0005140008"|2021|"Deutsche Bank"|"Deutsche Bank AG"|0|"DAX"|""|11|3648|"01jan2021"|"31dec2021"|26467|0|0|22880.27|0|17017.34|17017.34|0|2418|45902.34|0|6843.632|52745.98
"DE0005810055"|2006|"Deutsche Börse"|"Deutsche Börse AG"|0|"DAX"|""|6|2099|"01jan2006"|"31dec2006"|3263.4|5946|0|||4380.2|0|4380.2|0|13589.6|0|4101.7|17691.3
"DE0005810055"|2007|"Deutsche Börse"|"Deutsche Börse AG"|0|"DAX"|""|8|2048|"01jan2007"|"31dec2007"|3362.7|6082.5|0|||3127.1|3127.1|0|0|12572.3|19325|3890.8|35788.1
"DE0005810055"|2008|"Deutsche Börse"|"Deutsche Börse AG"|0|"DAX"|""|6|2190|"01jan2008"|"31dec2008"|3711.5|6200|0|||2799.2|2799.2|0|301.8|13012.5|5800|3520.7|22333.2
"DE0005810055"|2009|"Deutsche Börse"|"Deutsche Börse AG"|0|"DAX"|""|7|2035|"01jan2009"|"31dec2009"|3483.8|4036.7|0|||1727.8|1727.8|0|162|9410.3|0|1430.4|10840.7
"DE0005810055"|2010|"Deutsche Börse"|"Deutsche Börse AG"|0|"DAX"|""|6|2190|"01jan2010"|"31dec2010"|4429|2323.2|4716.8|||3524|3524|0|177|15170|0|2545.2|17715.2
"DE0005810055"|2011|"Deutsche Börse"|"Deutsche Börse AG"|0|"DAX"|""|6|2190|"01jan2011"|"31dec2011"|4442|2179.32|4424.68|||3524|3524|0|192|14762|0|1296.7|16058.7
"DE0005810055"|2012|"Deutsche Börse"|"Deutsche Börse AG"|0|"DAX"|""|7|2220|"01jan2012"|"31dec2012"|4507.7|1992.045|4044.455|||3562.8|3562.8|0|148.4|14255.4|0|1374.1|15629.5
"DE0005810055"|2013|"Deutsche Börse"|"Deutsche Börse AG"|0|"DAX"|""|6|1914|"01jan2013"|"31dec2013"|4022.6|1873|3745.8|||3257.3|3257.3|0|166.7|13065.4|0|0|13065.4
"DE0005810055"|2014|"Deutsche Börse"|"Deutsche Börse AG"|0|"DAX"|""|5|1825|"01jan2014"|"31dec2014"|3891.6|1931.6|3863.2|3617.3|3863.2|3847.5|3847.5|0|186.4|13720.3|0|1338.7|15059
"DE0005810055"|2015|"Deutsche Börse"|"Deutsche Börse AG"|0|"DAX"|""|6|1881|"01jan2015"|"31dec2015"|4209.6|2232.6|4465.3|3950.7|4465.3|4151|4151|0|192.4|15250.9|9600.8|2131.6|26983.3
"DE0005810055"|2016|"Deutsche Börse"|"Deutsche Börse AG"|0|"DAX"|""|5|1825|"01jan2016"|"31dec2016"|4431.6|6048.7|0|0|0|7069.6|7069.6|0|232.2|17782.1|0|2772.6|20554.7
"DE0005810055"|2017|"Deutsche Börse"|"Deutsche Börse AG"|0|"DAX"|""|5|1824|"01jan2017"|"31dec2017"|4450.6|3548.2|0|0|0|7089.6|7089.6|0|143|15231.4|1485.435|1806.8|18523.63
"DE0005810055"|2018|"Deutsche Börse"|"Deutsche Börse AG"|0|"DAX"|""|8|2002|"01jan2018"|"31dec2018"|4732|6098.8|0|0|0|7542.4|7542.4|0|242.2|18615.4|0|2962.2|21577.6
"DE0005810055"|2019|"Deutsche Börse"|"Deutsche Börse AG"|0|"DAX"|""|6|2190|"01jan2019"|"31dec2019"|4960|5179.7|0|0|0|7826.8|7826.8|0|209.4|18175.9|0|2248.5|20424.4
"DE0005810055"|2020|"Deutsche Börse"|"Deutsche Börse AG"|0|"DAX"|""|7|2189|"01jan2020"|"31dec2020"|4960|4991.3|0|0|0|7826.6|7826.6|0|228.7|18006.6|983.8364|3082.5|22072.94
"DE0005810055"|2021|"Deutsche Börse"|"Deutsche Börse AG"|0|"DAX"|""|6|2190|"01jan2021"|"31dec2021"|4960|5424.1|0|0|0|7826.8|7826.8|0|200|18410.9|0|2647.5|21058.4
"DE0008232125"|2006|"Deutsche Lufthansa"|"Deutsche Lufthansa AG"|0|"DAX"|""|4|1093|"01jan2006"|"31dec2006"|1641.666|2212.088|0|||1356.256|0|1356.256|286.365|5496.375|0|0|5496.375
"DE0008232125"|2007|"Deutsche Lufthansa"|"Deutsche Lufthansa AG"|0|"DAX"|""|3|1095|"01jan2007"|"31dec2007"|1658.333|3316.667|0|||1180.515|0|1180.515|296.782|6452.297|0|0|6452.297
"DE0008232125"|2008|"Deutsche Lufthansa"|"Deutsche Lufthansa AG"|0|"DAX"|""|3|1095|"01jan2008"|"31dec2008"|1763.75|3249.6|0|||915.72|0|915.72|504.184|6433.254|0|1300|7733.254
"DE0008232125"|2009|"Deutsche Lufthansa"|"Deutsche Lufthansa AG"|0|"DAX"|""|4|1308|"01jan2009"|"31dec2009"|2305|367.25|0|||1633.902|0|1633.902|479.63|4785.782|0|900|5685.782
"DE0008232125"|2010|"Deutsche Lufthansa"|"Deutsche Lufthansa AG"|0|"DAX"|""|4|1459|"01jan2010"|"31dec2010"|2655|5259.5|0|||2035.854|0|2035.854|394.617|10344.97|0|1400|11744.97
"DE0008232125"|2011|"Deutsche Lufthansa"|"Deutsche Lufthansa AG"|0|"DAX"|""|4|1459|"01jan2011"|"31dec2011"|3795|1352.087|450.6955|||3034.935|0|3034.935|474.793|9107.51|0|1400|10507.51
"DE0008232125"|2012|"Deutsche Lufthansa"|"Deutsche Lufthansa AG"|0|"DAX"|""|5|1459|"01jan2012"|"31dec2012"|3795|878.6857|292.8953|||1610.955|0|1610.955|529.702|7107.238|0|1400|8507.238
"DE0008232125"|2013|"Deutsche Lufthansa"|"Deutsche Lufthansa AG"|0|"DAX"|""|6|1641|"01jan2013"|"31dec2013"|3904.971|1553.841|517.947|||1608.96|0|1608.96|805.507|8391.226|3000|0|11391.23
"DE0008232125"|2014|"Deutsche Lufthansa"|"Deutsche Lufthansa AG"|0|"DAX"|""|6|1823|"01jan2014"|"31dec2014"|4014|1156|288|688|288|2018|0|2018|928|8404|1569.75|1755|11728.75
"DE0008232125"|2015|"Deutsche Lufthansa"|"Deutsche Lufthansa AG"|0|"DAX"|""|5|1825|"01jan2015"|"31dec2015"|4228|2261|400|673|400|2294|0|2294|853|10036|0|2090|12126
"DE0008232125"|2016|"Deutsche Lufthansa"|"Deutsche Lufthansa AG"|0|"DAX"|""|5|1703|"01jan2016"|"31dec2016"|4544|2747|545|729|545|2053|0|2053|500|10389|0|2380|12769
"DE0008232125"|2017|"Deutsche Lufthansa"|"Deutsche Lufthansa AG"|0|"DAX"|""|6|1822|"01jan2017"|"31dec2017"|4831|5430|990|2375|990|3031|0|3031|449|14731|0|3166|17897
"DE0008232125"|2018|"Deutsche Lufthansa"|"Deutsche Lufthansa AG"|0|"DAX"|""|5|1825|"01jan2018"|"31dec2018"|4832|4845|1018|2375|1018|1893|0|1893|427|13015|0|3510|16525
"DE0008232125"|2019|"Deutsche Lufthansa"|"Deutsche Lufthansa AG"|0|"DAX"|""|6|2188|"01jan2019"|"31dec2019"|5934|2091|2844|4602|2844|2988|0|2988|110|13967|4545|3291|21803
"DE0008232125"|2020|"Deutsche Lufthansa"|"Deutsche Lufthansa AG"|0|"DAX and MDAX"|""|7|2102|"01jan2020"|"31dec2020"|5226|0|2304|4302|2304|2555|0|2555|58|10143|3500|3179|16822
"DE0008232125"|2021|"Deutsche Lufthansa"|"Deutsche Lufthansa AG"|0|"MDAX"|""|6|2189|"01jan2021"|"31dec2021"|5934|0|0|0|0|0|0|0|265|6199|975|3159|10333
"DE0005552004"|2006|"Deutsche Post"|"Deutsche Post AG"|0|"DAX"|""|9|3184|"01jan2006"|"31dec2006"|8429.19|8696.044|0|||6378.75|0|6378.75|1224.226|24728.21|0|4226.98|28955.19
"DE0005552004"|2007|"Deutsche Post"|"Deutsche Post AG"|0|"DAX"|""|10|2823|"01jan2007"|"31dec2007"|7505.617|7023.052|0|||6366.25|0|6366.25|1167.243|22062.16|0|4065.493|26127.65
"DE0005552004"|2008|"Deutsche Post"|"Deutsche Post AG"|0|"DAX"|""|9|2791|"01jan2008"|"31dec2008"|7454.79|2880.184|0|||4778.25|0|4778.25|1555.534|16668.76|1066.45|2211.691|19946.9
"DE0005552004"|2009|"Deutsche Post"|"Deutsche Post AG"|0|"DAX"|""|9|2488|"01jan2009"|"31dec2009"|6420.423|5114.848|0|||7254|0|7254|842.7|19631.97|0|152720.1|172352
"DE0005552004"|2010|"Deutsche Post"|"Deutsche Post AG"|0|"DAX"|""|7|2555|"01jan2010"|"31dec2010"|6739.137|4898.339|1787.78|||4987.5|0|4987.5|325.292|18738.05|2550|2413|23701.05
"DE0005552004"|2011|"Deutsche Post"|"Deutsche Post AG"|0|"DAX"|""|8|2553|"01jan2011"|"31dec2011"|6963.737|4637.967|2322.506|||6955.655|0|6955.655|452.372|21332.24|4375.083|2292.604|27999.92
"DE0005552004"|2012|"Deutsche Post"|"Deutsche Post AG"|0|"DAX"|""|8|2554|"01jan2012"|"31dec2012"|7113.494|4079.741|2846.41|||7042.276|0|7042.276|526.079|21608|747.835|2687.128|25042.96
"DE0005552004"|2013|"Deutsche Post"|"Deutsche Post AG"|0|"DAX"|""|7|2555|"01jan2013"|"31dec2013"|7280.806|3333.156|3333.156|||7304.132|0|7304.132|561.61|21812.86|0|0|21812.86
"DE0005552004"|2014|"Deutsche Post"|"Deutsche Post AG"|0|"DAX"|""|9|2430|"01jan2014"|"31dec2014"|6979.278|3215.349|2769.685|2791.711|2769.685|7304.214|0|7304.214|635.057|20903.58|2472.935|2562.89|25939.41
"DE0005552004"|2015|"Deutsche Post"|"Deutsche Post AG"|0|"DAX"|""|7|2306|"01jan2015"|"31dec2015"|6600.204|1068.871|2582.788|2640.081|2582.788|6661.458|0|6661.458|448.346|17361.67|4288.643|2724.709|24375.02
"DE0005552004"|2016|"Deutsche Post"|"Deutsche Post AG"|0|"DAX"|""|6|2098|"01jan2016"|"31dec2016"|6240.143|3011.05|2616.994|2496.057|2616.994|6252.356|0|6252.356|386.883|18507.43|0|2337.346|20844.77
"DE0005552004"|2017|"Deutsche Post"|"Deutsche Post AG"|0|"DAX"|""|7|2159|"01jan2017"|"31dec2017"|6425.202|3058.036|936.298|2570.08|936.298|7194.251|0|7194.251|392.947|18006.73|0|2268.916|20275.65
"DE0005552004"|2018|"Deutsche Post"|"Deutsche Post AG"|0|"DAX"|""|7|2370|"01jan2018"|"31dec2018"|6809.051|580.355|2665.444|1527.361|2665.444|5427.441|0|5427.441|523.486|16005.78|4288.805|2964.654|23259.24
"DE0005552004"|2019|"Deutsche Post"|"Deutsche Post AG"|0|"DAX"|""|9|2826|"01jan2019"|"31dec2019"|7686.895|2881.467|2593.962|3074.758|2593.962|9895.887|0|9895.887|462.991|23521.2|0|2775.846|26297.05
"DE0005552004"|2020|"Deutsche Post"|"Deutsche Post AG"|0|"DAX"|""|8|2920|"01jan2020"|"31dec2020"|7933.395|3879.763|421.172|3173.358|421.172|8001.682|0|8001.682|327.731|20563.74|0|3333.962|23897.7
"DE0005552004"|2021|"Deutsche Post"|"Deutsche Post AG"|0|"DAX"|""|8|2920|"01jan2021"|"31dec2021"|8337.979|4096.497|0|3335.192|0|8338.17|8338.17|0|303.951|21076.6|0|3848.52|24925.12
"DE0008001009"|2006|"Deutsche Postbank"|"Deutsche Postbank AG"|0|"DAX and MDAX"|""|9|2911|"01jan2006"|"31dec2006"|4327.1|6082.5|0|||0|0|0|162.1|10571.7|0|2863.148|13434.85
"DE0008001009"|2007|"Deutsche Postbank"|"Deutsche Postbank AG"|0|"DAX"|""|11|3190|"01jan2007"|"31dec2007"|4280|6059.2|0|||0|0|0|189.8|10529|0|3273.731|13802.73
"DE0008001009"|2008|"Deutsche Postbank"|"Deutsche Postbank AG"|0|"DAX"|""|10|3253|"01jan2008"|"31dec2008"|4134|11865|0|||0|0|0|175.3|16174.3|0|90947.42|107121.7
"DE0008001009"|2009|"Deutsche Postbank"|"Deutsche Postbank AG"|0|"DAX and MDAX"|""|9|2883|"01jan2009"|"31dec2009"|3963.6|0|0|||0|0|0|196.2|4159.8|2938|656.284|7754.084
"DE0008001009"|2010|"Deutsche Postbank"|"Deutsche Postbank AG"|0|"MDAX"|""|7|2555|"01jan2010"|"31dec2010"|3318|0|0|||0|0|0|173|3491|0|1379.264|4870.264
"DE0005557508"|2006|"Deutsche Telekom"|"Deutsche Telekom AG"|0|"DAX"|""|8|2165|"01jan2006"|"31dec2006"|5543.705|5409.883|0|||103.2166|103.2166|0|467.9484|11524.75|0|3803.797|15328.55
"DE0005557508"|2007|"Deutsche Telekom"|"Deutsche Telekom AG"|0|"DAX"|""|7|1882|"01jan2007"|"31dec2007"|4166.879|4972.333|0|||72.09101|72.09101|0|1037.757|10249.06|5768.76|3272.524|19290.34
"DE0005557508"|2008|"Deutsche Telekom"|"Deutsche Telekom AG"|0|"DAX"|""|7|2260|"01jan2008"|"31dec2008"|5432.117|8091.163|0|||531.235|531.235|0|855.971|14910.49|0|2929.66|17840.15
"DE0005557508"|2009|"Deutsche Telekom"|"Deutsche Telekom AG"|0|"DAX"|""|9|2858|"01jan2009"|"31dec2009"|5902.083|6653.9|0|||367.741|367.741|0|787.899|13711.62|0|3601.394|17313.02
"DE0005557508"|2010|"Deutsche Telekom"|"Deutsche Telekom AG"|0|"DAX"|""|9|2842|"01jan2010"|"31dec2010"|6332|4323|0|||3484|3484|0|245|14384|0|3057.729|17441.73
"DE0005557508"|2011|"Deutsche Telekom"|"Deutsche Telekom AG"|0|"DAX"|""|9|2735|"01jan2011"|"31dec2011"|6790|4517.44|3490.438|||2098.838|2098.838|0|214.773|17111.49|0|2417.684|19529.17
"DE0005557508"|2012|"Deutsche Telekom"|"Deutsche Telekom AG"|0|"DAX"|""|9|2553|"01jan2012"|"31dec2012"|6265.537|3801.552|4659.708|||2983.904|2983.904|0|232.401|17943.1|0|2730.43|20673.53
"DE0005557508"|2013|"Deutsche Telekom"|"Deutsche Telekom AG"|0|"DAX"|""|7|2554|"01jan2013"|"31dec2013"|6421.855|3764.035|2261.138|||2882.86|2882.86|0|234.028|15563.92|0|0|15563.92
"DE0005557508"|2014|"Deutsche Telekom"|"Deutsche Telekom AG"|0|"DAX"|""|7|2308|"01jan2014"|"31dec2014"|5673.333|4742.959|1817.407|4157.083|1817.407|1189.465|1189.465|0|221.526|13644.69|3184.375|2443.556|19272.62
"DE0005557508"|2015|"Deutsche Telekom"|"Deutsche Telekom AG"|0|"DAX"|""|7|2464|"01jan2015"|"31dec2015"|5965|5991.258|2685.76|4926.625|2685.76|1411.372|1411.372|0|299.839|16353.23|1200|3233.707|20786.94
"DE0005557508"|2016|"Deutsche Telekom"|"Deutsche Telekom AG"|0|"DAX"|""|7|2555|"01jan2016"|"31dec2016"|6300|6283.421|2293.56|5081|2293.56|1453.157|1453.157|0|416.698|16746.84|0|3081.185|19828.02
"DE0005557508"|2017|"Deutsche Telekom"|"Deutsche Telekom AG"|0|"DAX"|""|8|2917|"01jan2017"|"31dec2017"|7000|6916.452|4323.367|5631|4323.367|1602.615|1602.615|0|298.657|20141.09|5420|3627.89|29188.98
"DE0005557508"|2018|"Deutsche Telekom"|"Deutsche Telekom AG"|0|"DAX"|""|8|2917|"01jan2018"|"31dec2018"|7060|7170.672|4286.498|5679.188|4286.498|2284.248|2284.248|0|549.55|21350.97|3200|2490.008|27040.98
"DE0005557508"|2019|"Deutsche Telekom"|"Deutsche Telekom AG"|0|"DAX"|""|9|3283|"01jan2019"|"31dec2019"|7900|8512.125|3335.19|6900|3335.19|2689.824|2689.824|0|584.837|23021.98|258.333|2377.105|25657.41
"DE0005557508"|2020|"Deutsche Telekom"|"Deutsche Telekom AG"|0|"DAX"|""|10|3009|"01jan2020"|"31dec2020"|7608.333|9268.357|4062.818|6071.875|4062.818|2517.669|2517.669|0|590.906|24048.08|191.667|2291.669|26531.42
"DE0005557508"|2021|"Deutsche Telekom"|"Deutsche Telekom AG"|0|"DAX"|""|8|2920|"01jan2021"|"31dec2021"|9153|10847.2|0|7717.5|0|3038.123|3038.123|0|233.949|23272.27|0|509.506|23781.78
"DE000A0HN5C6"|2006|"Deutsche Wohnen"|"Deutsche Wohnen AG"|0|""|""|2|657|"01jul2006"|"31dec2006"|177|915|0|||0|0|0|0|1092|0|0|1092
"DE000A0HN5C6"|2007|"Deutsche Wohnen"|"Deutsche Wohnen AG"|0|""|""|5|753|"01jan2007"|"31dec2007"|498|583|0|||0|0|0|0|1081|2770|0|3851
"DE000A0HN5C6"|2008|"Deutsche Wohnen"|"Deutsche Wohnen AG"|0|""|""|2|730|"01jan2008"|"31dec2008"|600|400|0|||0|0|0|0|1000|0|0|1000
"DE000A0HN5C6"|2009|"Deutsche Wohnen"|"Deutsche Wohnen AG"|0|""|""|2|730|"01jan2009"|"31dec2009"|600|400|0|||0|0|0|27|1027|0|0|1027
"DE000A0HN5C6"|2010|"Deutsche Wohnen"|"Deutsche Wohnen AG"|0|"MDAX"|""|2|730|"01jan2010"|"31dec2010"|575|520|30|||125|125|0|49|1299|0|0|1299
"DE000A0HN5C6"|2011|"Deutsche Wohnen"|"Deutsche Wohnen AG"|0|"MDAX"|""|3|821|"01jan2011"|"31dec2011"|675|498|153|||300|300|0|52|1678|0|0|1678
"DE000A0HN5C6"|2012|"Deutsche Wohnen"|"Deutsche Wohnen AG"|0|"MDAX"|""|3|1095|"01jan2012"|"31dec2012"|825|690|210|||375|375|0|71|2171|0|0|2171
"DE000A0HN5C6"|2013|"Deutsche Wohnen"|"Deutsche Wohnen AG"|0|"MDAX"|""|2|730|"01jan2013"|"31dec2013"|700|464|250|||250|250|0|1551|3215|0|0|3215
"DE000A0HN5C6"|2014|"Deutsche Wohnen"|"Deutsche Wohnen AG"|0|"MDAX"|""|3|791|"01jan2014"|"31dec2014"|1461|464|0|0|0|1270|0|1270|83|3278|0|0|3278
"DE000A0HN5C6"|2015|"Deutsche Wohnen"|"Deutsche Wohnen AG"|0|"MDAX"|""|3|1043|"01jan2015"|"31dec2015"|1627|1338|0|0|0|1270|0|1270|84|4319|1650|0|5969
"DE000A0HN5C6"|2016|"Deutsche Wohnen"|"Deutsche Wohnen AG"|0|"MDAX"|""|3|851|"01jan2016"|"31dec2016"|1309|1147|0|0|0|1085|0|1085|64|3605|0|0|3605
"DE000A0HN5C6"|2017|"Deutsche Wohnen"|"Deutsche Wohnen SE"|0|"MDAX"|""|3|1095|"01jan2017"|"31dec2017"|1730|1177|0|0|0|1375|0|1375|76|4358|0|0|4358
"DE000A0HN5C6"|2018|"Deutsche Wohnen"|"Deutsche Wohnen SE"|0|"MDAX"|""|3|1095|"01jan2018"|"31dec2018"|1873|1219|0|725|0|725|725|0|80|3897|0|0|3897
"DE000A0HN5C6"|2019|"Deutsche Wohnen"|"Deutsche Wohnen SE"|0|"MDAX"|""|5|1367|"01jan2019"|"31dec2019"|2138|1203|0|794|0|931|931|0|95|4367|0|0|4367
"DE000A0HN5C6"|2020|"Deutsche Wohnen"|"Deutsche Wohnen SE"|0|"DAX and MDAX"|""|4|1460|"01jan2020"|"31dec2020"|2225|1234|0|1600|0|514|297|217|101|4074|0|0|4074
"DE000A0HN5C6"|2021|"Deutsche Wohnen"|"Deutsche Wohnen SE"|0|"DAX and MDAX"|""|4|1460|"01jan2021"|"31dec2021"|2425|1300|0|0|0|0|0|0|93|3818|10450|0|14268
"DE0006305006"|2006|"Deutz"|"Deutz AG"|0|"MDAX"|""|3|1095|"01jan2006"|"31dec2006"|1549|750|0|||0|0|0|306|2605|0|0|2605
"DE0006305006"|2007|"Deutz"|"Deutz AG"|0|"MDAX"|""|4|1123|"01jan2007"|"31dec2007"|1426|1213|0|||203.5042|0|203.5042|760|3602.504|0|0|3602.504
"DE0006305006"|2008|"Deutz"|"Deutz AG"|0|"MDAX"|""|4|1429|"01jan2008"|"31dec2008"|1969|1087|0|||1116|0|1116|706|4878|0|0|4878
"DE0006305006"|2009|"Deutz"|"Deutz AG"|0|""|""|5|1182|"01jan2009"|"31dec2009"|338|176|0|||117|0|117|138|769|0|0|769
"DE0006305006"|2010|"Deutz"|"Deutz AG"|0|""|""|3|925|"01jan2010"|"31dec2010"|1523|923|0|||0|0|0|386|2832|1648|0|4480
"DE0006305006"|2011|"Deutz"|"Deutz AG"|0|"MDAX"|""|2|730|"01jan2011"|"31dec2011"|1225|991|0|||0|0|0|308|2524|0|0|2524
"DE0006305006"|2012|"Deutz"|"Deutz AG"|0|"MDAX"|""|2|730|"01jan2012"|"31dec2012"|1225|582|0|||0|0|0|320|2127|0|0|2127
"DE0006099005"|2006|"Douglas"|"Douglas Holding AG"|0|"MDAX"|""|3|1095|"01oct2005"|"30sep2006"|1225.4|1655.9|0|||0|0|0|460.8|3342.1|0|0|3342.1
"DE0006099005"|2007|"Douglas"|"Douglas Holding AG"|0|"MDAX"|""|4|1275|"01oct2006"|"30sep2007"|1893.6|2156.9|0|||0|0|0|0|4050.5|0|0|4050.5
"DE0006099005"|2008|"Douglas"|"Douglas Holding AG"|0|"MDAX"|""|3|1095|"01oct2007"|"30sep2008"|1262.1|1505.9|0|||0|0|0|0|2768|0|0|2768
"DE0006099005"|2009|"Douglas"|"Douglas Holding AG"|0|"MDAX"|""|3|1094|"01oct2008"|"30sep2009"|1281.7|1230.9|0|||0|0|0|0|2512.6|0|0|2512.6
"DE0006099005"|2010|"Douglas"|"Douglas Holding AG"|0|"MDAX"|""|3|1063|"01oct2009"|"30sep2010"|1326|0|1494.5|||0|0|0|0|2820.5|0|0|2820.5
"DE0006099005"|2011|"Douglas"|"Douglas Holding AG"|0|"MDAX"|""|3|1095|"01oct2010"|"30sep2011"|1350.8|0|1823.1|||0|0|0|0|3173.9|0|0|3173.9
"DE0006099005"|2012|"Douglas"|"Douglas Holding AG"|0|"MDAX"|""|5|1110|"01oct2011"|"30sep2012"|1461.6|0|1546|||0|0|0|0|3007.6|386.3|0|3393.9
"DE0007480204"|2006|"Dt. Euroshop"|"Deutsche Euroshop AG"|0|"MDAX"|""|2|730|"01jan2006"|"31dec2006"|438|175|0|||0|0|0|66|679|0|0|679
"DE0007480204"|2007|"Dt. Euroshop"|"Deutsche Euroshop AG"|0|"MDAX"|""|2|730|"01jan2007"|"31dec2007"|446|270|0|||0|0|0|71|787|0|0|787
"DE0007480204"|2008|"Dt. Euroshop"|"Deutsche Euroshop AG"|0|"MDAX"|""|2|730|"01jan2008"|"31dec2008"|468|350|0|||0|0|0|76|894|0|0|894
"DE0007480204"|2009|"Dt. Euroshop"|"Deutsche Euroshop AG"|0|"MDAX"|""|2|730|"01jan2009"|"31dec2009"|468|350|0|||0|0|0|75|893|0|0|893
"DE0007480204"|2010|"Dt. Euroshop"|"Deutsche Euroshop AG"|0|"MDAX"|""|2|730|"01jan2010"|"31dec2010"|468|0|611|||0|0|0|75|1154|0|0|1154
"DE0007480204"|2011|"Dt. Euroshop"|"Deutsche Euroshop AG"|0|"MDAX"|""|2|730|"01jan2011"|"31dec2011"|468|0|523|||0|0|0|75|1066|0|0|1066
"DE0007480204"|2012|"Dt. Euroshop"|"Deutsche Euroshop AG"|0|"MDAX"|""|2|730|"01jan2012"|"31dec2012"|468|0|650|||0|0|0|75|1193|0|0|1193
"DE0007480204"|2013|"Dt. Euroshop"|"Deutsche Euroshop AG"|0|"MDAX"|""|2|730|"01jan2013"|"31dec2013"|468|0|677|||0|0|0|92|1237|0|0|1237
"DE0007480204"|2014|"Dt. Euroshop"|"Deutsche Euroshop AG"|0|"MDAX"|""|2|730|"01jan2014"|"31dec2014"|468|689|0|0|0|481|481|0|80|1718|0|0|1718
"DE0007480204"|2015|"Dt. Euroshop"|"Deutsche Euroshop AG"|0|"MDAX"|""|3|878|"01jan2015"|"31dec2015"|549|921|0|0|0|1950|1950|0|38|3458|0|27|3485
"DE0007480204"|2016|"Dt. Euroshop"|"Deutsche Euroshop AG"|0|"MDAX"|""|2|730|"01jan2016"|"31dec2016"|425|542|0|0|0|0|0|0|33|1000|0|0|1000
"DE0007480204"|2017|"Dt. Euroshop"|"Deutsche Euroshop AG"|0|"MDAX"|""|2|730|"01jan2017"|"31dec2017"|438|587|0|0|0|0|0|0|33|1058|0|0|1058
"DE0007480204"|2018|"Dt. Euroshop"|"Deutsche Euroshop AG"|0|"MDAX"|""|2|730|"01jan2018"|"31dec2018"|453|642|0|0|0|0|0|0|42|1137|0|71|1208
"DE0005565204"|2008|"Dürr"|"Dürr AG"|1|""|""|2|730|"01jan2008"|"31dec2008"|700|1470|0|||0|0|0|41|2211|0|163|2374
"DE0005565204"|2009|"Dürr"|"Dürr AG"|1|""|""|2|730|"01jan2009"|"31dec2009"|700|639|0|||0|0|0|43|1382|0|220|1602
"DE0005565204"|2010|"Dürr"|"Dürr AG"|1|""|""|2|730|"01jan2010"|"31dec2010"|8900|8900|0|||5600|0|5600|44|23444|0|151|23595
"DE0005565204"|2011|"Dürr"|"Dürr AG"|0|""|""|2|730|"01jan2011"|"31dec2011"|875|1820|0|||1603.915|1603.915|0|73.11254|4372.027|0|187.5|4559.527
"DE0005565204"|2012|"Dürr"|"Dürr AG"|0|"MDAX"|""|2|730|"01jan2012"|"31dec2012"|975.4554|1900|0|||4120.085|4120.085|0|81.9975|7077.539|0|0|7077.539
"DE0005565204"|2013|"Dürr"|"Dürr AG"|0|"MDAX"|""|2|730|"01jan2013"|"31dec2013"|1100|1900|0|||2800|2800|0|73.937|5873.937|0|300|6173.937
"DE0005565204"|2014|"Dürr"|"Dürr AG"|0|"MDAX"|""|2|730|"01jan2014"|"31dec2014"|1275|1900|0|0|0|2600|2600|0|54.12593|5829.126|0|317.5|6146.626
"DE0005565204"|2015|"Dürr"|"Dürr AG"|0|"MDAX"|""|2|730|"01jan2015"|"31dec2015"|1450|2700|0|0|0|2400|2400|0|83.532|6633.532|0|375|7008.532
"DE0005565204"|2016|"Dürr"|"Dürr AG"|0|"MDAX"|""|2|730|"01jan2016"|"31dec2016"|1450|1345.728|0|0|0|2400|2400|0|82.304|5278.032|0|849|6127.032
"DE0005565204"|2017|"Dürr"|"Dürr AG"|0|"MDAX"|""|4|1167|"01jan2017"|"31dec2017"|1956.886|3604.394|0|0|0|2091.667|2091.667|0|91.614|7744.561|0|820.95|8565.511
"DE0005565204"|2018|"Dürr"|"Dürr AG"|0|"MDAX"|""|3|1095|"01jan2018"|"31dec2018"|1837.5|2845.603|0|0|0|1474.986|1474.986|0|82.455|6240.544|0|868.31|7108.854
"DE0005565204"|2019|"Dürr"|"Dürr AG"|0|"MDAX"|""|4|1459|"01jan2019"|"31dec2019"|2575|2273.92|0|0|0|1592.643|1592.643|0|102.12|6543.683|15159|884.892|22587.57
"DE0005565204"|2020|"Dürr"|"Dürr AG"|0|"MDAX"|""|5|1305|"01jan2020"|"31dec2020"|2537.5|1262.958|0|0|0|0|0|0|97.604|3898.062|3125|834.418|7857.48
